source_sheet,source_row,model_key,scope_type,exterior_color_rpo,exterior_color_name,interior_code,interior_label,seat_code,trim_level,raw_status,status_symbol,footnote_refs,canonical_status,source_detail_raw
Color and Trim 1,10,corvette,model_global,,,HUW,Napa leather seating surfaces with perforated inserts,AH2 / AE4,"3LT, 3LZ",HUW,H,UW,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTE"",""HU1"",""HU2"",""HNK"",""HUE"",""HZN"",""H8T"",""HUW"",""EJH"",""HUC"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,10,corvette,model_global,,,EJH,Napa leather seating surfaces with perforated inserts,AH2 / AE4,"3LT, 3LZ",EJH,E,JH,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTE"",""HU1"",""HU2"",""HNK"",""HUE"",""HZN"",""H8T"",""HUW"",""EJH"",""HUC"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,10,corvette,model_global,,,HUC,Napa leather seating surfaces with perforated inserts,AH2 / AE4,"3LT, 3LZ",HUC,H,UC,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTE"",""HU1"",""HU2"",""HNK"",""HUE"",""HZN"",""H8T"",""HUW"",""EJH"",""HUC"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,10,corvette,model_global,,,HVZ,Napa leather seating surfaces with perforated inserts,AH2 / AE4,"3LT, 3LZ",HVZ,H,VZ,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTE"",""HU1"",""HU2"",""HNK"",""HUE"",""HZN"",""H8T"",""HUW"",""EJH"",""HUC"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,10,corvette,model_global,,,HAG,Napa leather seating surfaces with perforated inserts,AH2 / AE4,"3LT, 3LZ",HAG,H,AG,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTE"",""HU1"",""HU2"",""HNK"",""HUE"",""HZN"",""H8T"",""HUW"",""EJH"",""HUC"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,10,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""HTE"",""HU1"",""HU2"",""HNK"",""HUE"",""HZN"",""H8T"",""HUW"",""EJH"",""HUC"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,11,corvette,model_global,,,HTT,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",HTT,H,TT,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,HU9,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",HU9,H,U9,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,HUA6,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",HUA6,H,UA6,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,HTG,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",HTG,H,TG,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,HUF,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",HUF,H,UF,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,HUX,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",HUX,H,UX,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,EPX,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",EPX,E,PX,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,HUB,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",HUB,H,UB,unknown,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,11,corvette,model_global,,,,Napa leather seating surfaces with perforated sueded microfiber inserts7,AH2 / AE4,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated sueded microfiber inserts7"",""HTT"",""HU9"",""HUA6"",""--"",""HTG"",""HUF"",""--"",""HUX"",""EPX"",""HUB"",""--"",""--"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,HVZ,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",HVZ,H,VZ,unknown,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,HAG,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",HAG,H,AG,unknown,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,12,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AUP,"3LT, 3LZ",--,--,,not_available,"[""3LT, 3LZ"",""Driver Competition and Passenger GT2 buckets"",""AUP"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""HVZ"",""HAG"",""--""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,--,--,,not_available,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,13,corvette,model_global,,,EL98,Napa leather seating surfaces with perforated inserts,AH2 / AE4,3LT,EL98,E,L98,unknown,"[""3LT"",""GT2 / Competition buckets"",""AH2 / AE4"",""Napa leather seating surfaces with perforated inserts"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""--"",""EL98""]"
Color and Trim 1,15,corvette,model_global,,,"Jet Black
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Jet Black
en-us",J,"et Black
en-us",unknown,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Sky Cool Gray1
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Sky Cool Gray1
en-us",S,"ky Cool Gray1
en-us",standard,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Adrenaline Red2
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Adrenaline Red2
en-us",A,"drenaline Red2
en-us",available,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Adrenaline Red Dipped3
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Adrenaline Red Dipped3
en-us",A,"drenaline Red Dipped3
en-us",available,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Natural2
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Natural2
en-us",N,"atural2
en-us",unknown,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Natural Dipped4
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Natural Dipped4
en-us",N,"atural Dipped4
en-us",unknown,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Santorini Blue
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Santorini Blue
en-us",S,"antorini Blue
en-us",standard,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Habanero
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Habanero
en-us",H,"abanero
en-us",unknown,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Very Dark Atmosphere
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Very Dark Atmosphere
en-us",V,"ery Dark Atmosphere
en-us",unknown,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Ultimate Suede Jet Black
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Ultimate Suede Jet Black
en-us",U,"ltimate Suede Jet Black
en-us",unknown,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Asymmetrical Adrenaline Red / Jet Black
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Asymmetrical Adrenaline Red / Jet Black
en-us",A,"symmetrical Adrenaline Red / Jet Black
en-us",available,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
Color and Trim 1,15,corvette,model_global,,,"Asymmetrical Santorini Blue / Jet Black
en-us",Touch-Up Paint Number,Color Code,Exterior Solid Paint,"Asymmetrical Santorini Blue / Jet Black
en-us",A,"symmetrical Santorini Blue / Jet Black
en-us",available,"[""Exterior Solid Paint"","""",""Color Code"",""Touch-Up Paint Number"",""Jet Black\nen-us"",""Sky Cool Gray1\nen-us"",""Adrenaline Red2\nen-us"",""Adrenaline Red Dipped3\nen-us"",""Natural2\nen-us"",""Natural Dipped4\nen-us"",""Santorini Blue\nen-us"",""Habanero\nen-us"",""Very Dark Atmosphere\nen-us"",""Ultimate Suede Jet Black\nen-us"",""Asymmetrical Adrenaline Red / Jet Black\nen-us"",""Asymmetrical Santorini Blue / Jet Black\nen-us"",""Santorini Blue Dipped with Torch Red accents\nen-us""]"
