proposal_selectable_id,proposal_scope,proposal_status,source_sheet,model_key,section_family,orderable_rpo,ref_rpo,proposal_label,description,selectable_source,has_orderable_rpo,has_ref_rpo,review_status,source_ref_ids,notes,proposal_filter_status
prop_z06_exterior_sfz,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SFZ,,"LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory","LPO, Dark Stealth crossed flags emblems, front and rear on Z06 models, front and rear on Grand Sport, Z06, ZR1 and ZR1X models, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:40:0188240442|staging_variant_matrix_rows.csv:Exterior 3:40:3e34dfc1cb|staging_variant_matrix_rows.csv:Exterior 3:40:5be02b16e2|staging_variant_matrix_rows.csv:Exterior 3:40:6edc5e8ef1|staging_variant_matrix_rows.csv:Exterior 3:40:e8238582e4|staging_variant_matrix_rows.csv:Exterior 3:40:f03ec68587,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_sg1,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SG1,,"LPO, Z06 badges in Edge Red, Genuine Corvette Accessory","LPO, Z06 badges in Edge Red, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:34:3f0814ad86|staging_variant_matrix_rows.csv:Exterior 3:34:79b9c8166d|staging_variant_matrix_rows.csv:Exterior 3:34:9b92a3a254|staging_variant_matrix_rows.csv:Exterior 3:34:a5d9b50568|staging_variant_matrix_rows.csv:Exterior 3:34:a890dd333f|staging_variant_matrix_rows.csv:Exterior 3:34:a950af4ce0,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_sht,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SHT,,"LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory","LPO, Jake hood graphic with Tech Bronze accent, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:57:0dd4d6687f|staging_variant_matrix_rows.csv:Exterior 3:57:1fe112edb9|staging_variant_matrix_rows.csv:Exterior 3:57:5a6d1a2cde|staging_variant_matrix_rows.csv:Exterior 3:57:85e1f6e9f4|staging_variant_matrix_rows.csv:Exterior 3:57:93914e6f9e|staging_variant_matrix_rows.csv:Exterior 3:57:dd08f6de28,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_sig,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SIG,,"LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory","LPO, Spoiler extension, clear smoked center bridge with Jake logo, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:53:029ccd8443|staging_variant_matrix_rows.csv:Exterior 3:53:1d0d5197dd|staging_variant_matrix_rows.csv:Exterior 3:53:78178eb5b6|staging_variant_matrix_rows.csv:Exterior 3:53:7d5c72ff1f|staging_variant_matrix_rows.csv:Exterior 3:53:9e0737fca1|staging_variant_matrix_rows.csv:Exterior 3:53:ae62105139,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_sl8,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SL8,,"LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory","LPO, Rear Corvette script badge in Edge Red, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:49:06841db21d|staging_variant_matrix_rows.csv:Exterior 3:49:339ce3aff5|staging_variant_matrix_rows.csv:Exterior 3:49:4181bf210c|staging_variant_matrix_rows.csv:Exterior 3:49:71984d75e2|staging_variant_matrix_rows.csv:Exterior 3:49:c9db82cb36|staging_variant_matrix_rows.csv:Exterior 3:49:fe38eeffab,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_sne,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SNE,,"LPO, Jake hood graphic","LPO, Jake hood graphic",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:56:293d6eca1e|staging_variant_matrix_rows.csv:Exterior 3:56:2e213b41b1|staging_variant_matrix_rows.csv:Exterior 3:56:4e5faccde6|staging_variant_matrix_rows.csv:Exterior 3:56:81443885c0|staging_variant_matrix_rows.csv:Exterior 3:56:e8ad2c3970|staging_variant_matrix_rows.csv:Exterior 3:56:ed5087ae98,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_soa,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SOA,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Black forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear Spider design, Black forged aluminum",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:97:0207daaedb|staging_variant_matrix_rows.csv:Exterior 3:97:2823770fb9|staging_variant_matrix_rows.csv:Exterior 3:97:3d7ec4422f|staging_variant_matrix_rows.csv:Exterior 3:97:8b6e866a0e|staging_variant_matrix_rows.csv:Exterior 3:97:c536121db4|staging_variant_matrix_rows.csv:Exterior 3:97:f5530d64ee,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_spy,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SPY,,"LPO, Black lug nuts, Genuine Corvette Accessory","LPO, Black lug nuts, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:62:382c2c966d|staging_variant_matrix_rows.csv:Exterior 3:62:3d45f771a5|staging_variant_matrix_rows.csv:Exterior 3:62:5eb70fd966|staging_variant_matrix_rows.csv:Exterior 3:62:949cdb53bb|staging_variant_matrix_rows.csv:Exterior 3:62:9e90b70ccf|staging_variant_matrix_rows.csv:Exterior 3:62:eb42f2473c,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_spz,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SPZ,,"LPO, Black wheel locks, Genuine Corvette Accessory","LPO, Black wheel locks, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:60:3bcd251dbf|staging_variant_matrix_rows.csv:Exterior 3:60:418e7c5888|staging_variant_matrix_rows.csv:Exterior 3:60:5e33671551|staging_variant_matrix_rows.csv:Exterior 3:60:65a5e4fc4e|staging_variant_matrix_rows.csv:Exterior 3:60:af88af565f|staging_variant_matrix_rows.csv:Exterior 3:60:efea88b23b,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_srk,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SRK,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Pearl Nickel forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Pearl Nickel forged aluminum",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:98:03bfd2c9f7|staging_variant_matrix_rows.csv:Exterior 3:98:3f07a08183|staging_variant_matrix_rows.csv:Exterior 3:98:c87fab74d5|staging_variant_matrix_rows.csv:Exterior 3:98:e711a93185|staging_variant_matrix_rows.csv:Exterior 3:98:eb8dbdf5e7|staging_variant_matrix_rows.csv:Exterior 3:98:f49c5549fc,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_srn,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,SRN,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Gloss Black forged aluminum",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:99:13605b5dce|staging_variant_matrix_rows.csv:Exterior 3:99:921a158099|staging_variant_matrix_rows.csv:Exterior 3:99:9c05839878|staging_variant_matrix_rows.csv:Exterior 3:99:c7935a5b8a|staging_variant_matrix_rows.csv:Exterior 3:99:dc82918c57|staging_variant_matrix_rows.csv:Exterior 3:99:e11bd4fb2d,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_stx,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,STX,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Bright Polished forged aluminum with Carbon Flash-painted pockets","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Bright Polished forged aluminum with Carbon Flash-painted pockets",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:100:0231e802ec|staging_variant_matrix_rows.csv:Exterior 3:100:129517b7f4|staging_variant_matrix_rows.csv:Exterior 3:100:3216a9b8b6|staging_variant_matrix_rows.csv:Exterior 3:100:459036a4d7|staging_variant_matrix_rows.csv:Exterior 3:100:c0a2899bb5|staging_variant_matrix_rows.csv:Exterior 3:100:c5ca46c96d,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_stz,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,STZ,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe","Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear visible carbon fiber with Red stripe",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:103:303f3b5d27|staging_variant_matrix_rows.csv:Exterior 3:103:31d91829c9|staging_variant_matrix_rows.csv:Exterior 3:103:9e6cef4eea|staging_variant_matrix_rows.csv:Exterior 3:103:b62aed9908|staging_variant_matrix_rows.csv:Exterior 3:103:d457e20e75|staging_variant_matrix_rows.csv:Exterior 3:103:eb28b13b6e,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_t0f,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,T0F,,"Carbon Fiber Aero Package, Carbon Flash-painted, includes high-wing, dive planes and (CFZ) Carbon Flash-painted carbon fiber ground effects","Carbon Fiber Aero Package, Carbon Flash-painted, includes high-wing, dive planes and (CFZ) Carbon Flash-painted carbon fiber ground effects",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:8:05fb89685e|staging_variant_matrix_rows.csv:Exterior 3:8:2ac9a129e5|staging_variant_matrix_rows.csv:Exterior 3:8:2edc4b3875|staging_variant_matrix_rows.csv:Exterior 3:8:cacbfad108|staging_variant_matrix_rows.csv:Exterior 3:8:cc6c78dd74|staging_variant_matrix_rows.csv:Exterior 3:8:e6b29836f5,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_t0g,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,T0G,,"Carbon Fiber Aero Package, visible, includes high-wing, dive planes and (CFV) visible carbon fiber ground effects","Carbon Fiber Aero Package, visible, includes high-wing, dive planes and (CFV) visible carbon fiber ground effects",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:9:19fdf9fe6c|staging_variant_matrix_rows.csv:Exterior 3:9:1c6f56d24d|staging_variant_matrix_rows.csv:Exterior 3:9:96c3c51c3e|staging_variant_matrix_rows.csv:Exterior 3:9:a6371a91af|staging_variant_matrix_rows.csv:Exterior 3:9:c0f669586d|staging_variant_matrix_rows.csv:Exterior 3:9:f87ff44f23,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_vk3,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,VK3,,"License plate bracket, front","License plate bracket, front",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:30:2c46313389|staging_variant_matrix_rows.csv:Exterior 3:30:5d146066f6|staging_variant_matrix_rows.csv:Exterior 3:30:b0199fb396|staging_variant_matrix_rows.csv:Exterior 3:30:b4dc04deea|staging_variant_matrix_rows.csv:Exterior 3:30:d22e03b2e3|staging_variant_matrix_rows.csv:Exterior 3:30:d2ac900d16,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_vpo,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,VPO,,"LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory","LPO, Jake C8.R rear hash graphic with Tech Bronze accent, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:55:08811e58dc|staging_variant_matrix_rows.csv:Exterior 3:55:0e9c14b0a9|staging_variant_matrix_rows.csv:Exterior 3:55:6412017fc9|staging_variant_matrix_rows.csv:Exterior 3:55:a81f73d9e9|staging_variant_matrix_rows.csv:Exterior 3:55:c279b45432|staging_variant_matrix_rows.csv:Exterior 3:55:d4d781b504,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_vpw,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,VPW,,"LPO, Jake C8.R rear hash graphic, Genuine Corvette Accessory","LPO, Jake C8.R rear hash graphic, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:54:474b623338|staging_variant_matrix_rows.csv:Exterior 3:54:58df36e461|staging_variant_matrix_rows.csv:Exterior 3:54:8fbcfe756d|staging_variant_matrix_rows.csv:Exterior 3:54:a31d22585f|staging_variant_matrix_rows.csv:Exterior 3:54:d17356b2a8|staging_variant_matrix_rows.csv:Exterior 3:54:f923ec4908,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_vtb,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,VTB,,"LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory","LPO, Rear fascia/roof storage protector in Black with embroidered crossed flags logo, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:42:2b1aa2bd71|staging_variant_matrix_rows.csv:Exterior 3:42:5e1f2e0bb0|staging_variant_matrix_rows.csv:Exterior 3:42:739026ae38|staging_variant_matrix_rows.csv:Exterior 3:42:8ecf1de2ce|staging_variant_matrix_rows.csv:Exterior 3:42:ba8af53b12|staging_variant_matrix_rows.csv:Exterior 3:42:d00e8a25e4,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_vwe,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,VWE,,"LPO, Front radiator grille screens, Genuine Corvette Accessory","LPO, Front radiator grille screens, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:43:455f5b18df|staging_variant_matrix_rows.csv:Exterior 3:43:55ff95743d|staging_variant_matrix_rows.csv:Exterior 3:43:6d237eaaa7|staging_variant_matrix_rows.csv:Exterior 3:43:82e430e2dc|staging_variant_matrix_rows.csv:Exterior 3:43:a63e24ee27|staging_variant_matrix_rows.csv:Exterior 3:43:b441ad1804,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_vwt,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,VWT,,"LPO, Insect protection grille screen, Genuine Corvette Accessory","LPO, Insect protection grille screen, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:44:045ce348b8|staging_variant_matrix_rows.csv:Exterior 3:44:63668c8bec|staging_variant_matrix_rows.csv:Exterior 3:44:81c2ae6ee7|staging_variant_matrix_rows.csv:Exterior 3:44:9e543f09c1|staging_variant_matrix_rows.csv:Exterior 3:44:b7e0ba2eb6|staging_variant_matrix_rows.csv:Exterior 3:44:b946a52076,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_wkr,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,WKR,,"LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory","LPO, Premium indoor car cover, GT3.R, fully rendered, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:37:2e6841b717|staging_variant_matrix_rows.csv:Exterior 3:37:583dca6f90|staging_variant_matrix_rows.csv:Exterior 3:37:5e72b7cf82|staging_variant_matrix_rows.csv:Exterior 3:37:683f5905c4|staging_variant_matrix_rows.csv:Exterior 3:37:93538b1e90|staging_variant_matrix_rows.csv:Exterior 3:37:c01b491e03,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_wks,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,WKS,,"LPO, Premium indoor car cover, Galvanized Cool with Z06 logo, Genuine Corvette Accessory","LPO, Premium indoor car cover, Galvanized Cool with Z06 logo, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:36:17477d9fc8|staging_variant_matrix_rows.csv:Exterior 3:36:5260203aeb|staging_variant_matrix_rows.csv:Exterior 3:36:7f02d3444d|staging_variant_matrix_rows.csv:Exterior 3:36:92b215365b|staging_variant_matrix_rows.csv:Exterior 3:36:b3954b21c5|staging_variant_matrix_rows.csv:Exterior 3:36:c82ced63a2,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_exterior_zyc,primary_matrix_selectable_candidate,proposal_only,Exterior 3,z06,exterior,ZYC,,"Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped), includes (DRG) Carbon Flash Metallic-painted outside mirrors","Carbon Flash Metallic-painted outside mirrors and spoiler (when equipped), includes (DRG) Carbon Flash Metallic-painted outside mirrors",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 3:66:00aef4ccdf|staging_variant_matrix_rows.csv:Exterior 3:66:1080575359|staging_variant_matrix_rows.csv:Exterior 3:66:11dddfd764|staging_variant_matrix_rows.csv:Exterior 3:66:6a6377b6ec|staging_variant_matrix_rows.csv:Exterior 3:66:6a79522818|staging_variant_matrix_rows.csv:Exterior 3:66:f946e4c045,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_36s,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,36S,,"Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console","Competition Yellow custom leather stitch, includes seats, instrument panel, doors and console",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:86:12cb89e7fe|staging_variant_matrix_rows.csv:Interior 3:86:27201077c0|staging_variant_matrix_rows.csv:Interior 3:86:483d437bc4|staging_variant_matrix_rows.csv:Interior 3:86:64fb7e32fc|staging_variant_matrix_rows.csv:Interior 3:86:98a5aa41fa|staging_variant_matrix_rows.csv:Interior 3:86:da22bdd724,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_379,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,379,,"Seat belt color, Orange","Seat belt color, Orange",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:60:3340b2517e|staging_variant_matrix_rows.csv:Interior 3:60:5b43c15ae9|staging_variant_matrix_rows.csv:Interior 3:60:7a4aeabceb|staging_variant_matrix_rows.csv:Interior 3:60:7e546c38c8|staging_variant_matrix_rows.csv:Interior 3:60:bdd2d08d7c|staging_variant_matrix_rows.csv:Interior 3:60:e291450945,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_37s,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,37S,,"Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console","Santorini Blue custom leather stitch, includes seats, instrument panel, doors and console",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:84:070825e750|staging_variant_matrix_rows.csv:Interior 3:84:25c856fba7|staging_variant_matrix_rows.csv:Interior 3:84:2751a623bd|staging_variant_matrix_rows.csv:Interior 3:84:3b2fc80e5a|staging_variant_matrix_rows.csv:Interior 3:84:855fffdac2|staging_variant_matrix_rows.csv:Interior 3:84:ed025cadfb,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_38s,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,38S,,"Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console","Adrenaline Red custom leather stitch, includes seats, instrument panel, doors and console",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:85:00549c285e|staging_variant_matrix_rows.csv:Interior 3:85:5ddf604ed3|staging_variant_matrix_rows.csv:Interior 3:85:748c317590|staging_variant_matrix_rows.csv:Interior 3:85:80450d1fc0|staging_variant_matrix_rows.csv:Interior 3:85:81fcb9b28a|staging_variant_matrix_rows.csv:Interior 3:85:d925d2b5e2,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_3a9,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,3A9,,"Seat belt color, Santorini Blue","Seat belt color, Santorini Blue",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:62:004638f605|staging_variant_matrix_rows.csv:Interior 3:62:0405bec0e9|staging_variant_matrix_rows.csv:Interior 3:62:145bf541f1|staging_variant_matrix_rows.csv:Interior 3:62:4f749ede82|staging_variant_matrix_rows.csv:Interior 3:62:8330b54877|staging_variant_matrix_rows.csv:Interior 3:62:e070f09b1c,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_3f9,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,3F9,,"Seat belt color, Torch Red","Seat belt color, Torch Red",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:63:1d37af8002|staging_variant_matrix_rows.csv:Interior 3:63:20282587f7|staging_variant_matrix_rows.csv:Interior 3:63:af62e746ef|staging_variant_matrix_rows.csv:Interior 3:63:bc2e34a84a|staging_variant_matrix_rows.csv:Interior 3:63:d0090628ca|staging_variant_matrix_rows.csv:Interior 3:63:d1ed5ff4b4,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_3m9,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,3M9,,"Seat belt color, Yellow","Seat belt color, Yellow",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:64:32307dbf20|staging_variant_matrix_rows.csv:Interior 3:64:496d52b16d|staging_variant_matrix_rows.csv:Interior 3:64:5e98a912ce|staging_variant_matrix_rows.csv:Interior 3:64:777d3a6882|staging_variant_matrix_rows.csv:Interior 3:64:a6033344c9|staging_variant_matrix_rows.csv:Interior 3:64:be077c4e64,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_3n9,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,3N9,,"Seat belt color, Natural","Seat belt color, Natural",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:61:2ea10eb5e2|staging_variant_matrix_rows.csv:Interior 3:61:4071804d3c|staging_variant_matrix_rows.csv:Interior 3:61:812d7356b1|staging_variant_matrix_rows.csv:Interior 3:61:ae16ca4366|staging_variant_matrix_rows.csv:Interior 3:61:d1c6fe0784|staging_variant_matrix_rows.csv:Interior 3:61:e532b56fad,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_ae4,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,AE4,,"Seats, Competition Sport bucket","Seats, Competition Sport bucket",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:67:06ab73ee9c|staging_variant_matrix_rows.csv:Interior 3:67:49e03a9d18|staging_variant_matrix_rows.csv:Interior 3:67:690038f64a|staging_variant_matrix_rows.csv:Interior 3:67:8af6ba2c8b|staging_variant_matrix_rows.csv:Interior 3:67:cbc1d968a3|staging_variant_matrix_rows.csv:Interior 3:67:ddb269b057,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_aup,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,AUP,,"Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket","Seats, mixed, driver Competition Sport bucket, passenger GT2 bucket",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:68:0754a731eb|staging_variant_matrix_rows.csv:Interior 3:68:3561355c7a|staging_variant_matrix_rows.csv:Interior 3:68:3bc86883ae|staging_variant_matrix_rows.csv:Interior 3:68:44ee59f90e|staging_variant_matrix_rows.csv:Interior 3:68:56887a56fe|staging_variant_matrix_rows.csv:Interior 3:68:d5c2415922,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_z06_interior_baz,primary_matrix_selectable_candidate,proposal_only,Interior 3,z06,interior,BAZ,,"Stealth Interior Trim Package, dark finish aluminum trim","Stealth Interior Trim Package, dark finish aluminum trim",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Interior 3:87:43f100fdca|staging_variant_matrix_rows.csv:Interior 3:87:564cda1b83|staging_variant_matrix_rows.csv:Interior 3:87:72e0986438|staging_variant_matrix_rows.csv:Interior 3:87:ab94fc57d7|staging_variant_matrix_rows.csv:Interior 3:87:cd46ec8f61|staging_variant_matrix_rows.csv:Interior 3:87:f3326c56d4,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
