proposal_selectable_id,proposal_scope,proposal_status,source_sheet,model_key,section_family,orderable_rpo,ref_rpo,proposal_label,description,selectable_source,has_orderable_rpo,has_ref_rpo,review_status,source_ref_ids,notes,proposal_filter_status
prop_grand_sport_exterior_17a,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,17A,,Blade Silver Grand Sport Heritage Hash Marks,Blade Silver Grand Sport Heritage Hash Marks,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:76:185ae7da09|staging_variant_matrix_rows.csv:Exterior 2:76:32613c32fb|staging_variant_matrix_rows.csv:Exterior 2:76:7a9781d6be|staging_variant_matrix_rows.csv:Exterior 2:76:b1a22e45aa|staging_variant_matrix_rows.csv:Exterior 2:76:bb0b2c1be7|staging_variant_matrix_rows.csv:Exterior 2:76:fc9644af14,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_20a,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,20A,,Admiral Blue Grand Sport Heritage Hash Marks,Admiral Blue Grand Sport Heritage Hash Marks,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:72:121a5bb85a|staging_variant_matrix_rows.csv:Exterior 2:72:1f939aa737|staging_variant_matrix_rows.csv:Exterior 2:72:4e7341b0ed|staging_variant_matrix_rows.csv:Exterior 2:72:66e48f52b3|staging_variant_matrix_rows.csv:Exterior 2:72:c31cf76af0|staging_variant_matrix_rows.csv:Exterior 2:72:e870d233f0,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_55a,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,55A,,Competition Yellow Grand Sport Heritage Hash Marks,Competition Yellow Grand Sport Heritage Hash Marks,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:77:08664a8faf|staging_variant_matrix_rows.csv:Exterior 2:77:135cc0073d|staging_variant_matrix_rows.csv:Exterior 2:77:6c889d25c8|staging_variant_matrix_rows.csv:Exterior 2:77:7f8dbf9fab|staging_variant_matrix_rows.csv:Exterior 2:77:96bc6efb9a|staging_variant_matrix_rows.csv:Exterior 2:77:a7becf98c8,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_5jr,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,5JR,,"LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory","LPO, Outside mirror covers in visible Carbon Fiber, includes (DRG) Carbon Flash Metallic-painted outside mirrors, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:38:19d50ece9d|staging_variant_matrix_rows.csv:Exterior 2:38:240735fc17|staging_variant_matrix_rows.csv:Exterior 2:38:3ce0d916db|staging_variant_matrix_rows.csv:Exterior 2:38:5fec8cffe9|staging_variant_matrix_rows.csv:Exterior 2:38:8ab700e5ed|staging_variant_matrix_rows.csv:Exterior 2:38:d5808f1980,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_5zb,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,5ZB,,"LPO, Grand Sport logo wheel center caps, Genuine Corvette Accessory","LPO, Grand Sport logo wheel center caps, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:50:13dcf05787|staging_variant_matrix_rows.csv:Exterior 2:50:67d6b3ede0|staging_variant_matrix_rows.csv:Exterior 2:50:788f1dae91|staging_variant_matrix_rows.csv:Exterior 2:50:86c5b6d996|staging_variant_matrix_rows.csv:Exterior 2:50:92d5e3c6fd|staging_variant_matrix_rows.csv:Exterior 2:50:fdc238e3b4,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_5zc,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,5ZC,,"LPO, Jake logo wheel center caps. Genuine Corvette Accessory","LPO, Jake logo wheel center caps. Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:49:0e14b26b6d|staging_variant_matrix_rows.csv:Exterior 2:49:307a64f601|staging_variant_matrix_rows.csv:Exterior 2:49:5ff6160537|staging_variant_matrix_rows.csv:Exterior 2:49:99d804db29|staging_variant_matrix_rows.csv:Exterior 2:49:b23c18cdd7|staging_variant_matrix_rows.csv:Exterior 2:49:b63fd89ccb,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_5zd,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,5ZD,,"LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory","LPO, Carbon Flash wheel center caps with crossed flags logo, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:48:0e2ff2214f|staging_variant_matrix_rows.csv:Exterior 2:48:51e598448d|staging_variant_matrix_rows.csv:Exterior 2:48:8dfb379345|staging_variant_matrix_rows.csv:Exterior 2:48:b374e0c53b|staging_variant_matrix_rows.csv:Exterior 2:48:df47fc85ef|staging_variant_matrix_rows.csv:Exterior 2:48:fd37f60208,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_5zv,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,5ZV,,"LPO, Three-Stanchion high wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory","LPO, Three-Stanchion high wing spoiler, Carbon Flash Metallic-painted, Genuine Corvette Accessory",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:44:39701b430c|staging_variant_matrix_rows.csv:Exterior 2:44:3ec1b8fc91|staging_variant_matrix_rows.csv:Exterior 2:44:7970889bcb|staging_variant_matrix_rows.csv:Exterior 2:44:9128d9dd20|staging_variant_matrix_rows.csv:Exterior 2:44:9e4e1ecc6b|staging_variant_matrix_rows.csv:Exterior 2:44:ab5a45622b,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_75a,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,75A,,Torch Red Grand Sport Heritage Hash Marks,Torch Red Grand Sport Heritage Hash Marks,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:75:21dcdb10e4|staging_variant_matrix_rows.csv:Exterior 2:75:43e3681ac8|staging_variant_matrix_rows.csv:Exterior 2:75:5d8ca100ba|staging_variant_matrix_rows.csv:Exterior 2:75:b252032a3c|staging_variant_matrix_rows.csv:Exterior 2:75:c404269b1d|staging_variant_matrix_rows.csv:Exterior 2:75:d8d8341ee7,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_97a,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,97A,,Carbon Flash Grand Sport Heritage Hash Marks,Carbon Flash Grand Sport Heritage Hash Marks,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:73:5d58b575b3|staging_variant_matrix_rows.csv:Exterior 2:73:6608796d66|staging_variant_matrix_rows.csv:Exterior 2:73:74dcbf93b0|staging_variant_matrix_rows.csv:Exterior 2:73:cd970def96|staging_variant_matrix_rows.csv:Exterior 2:73:d864d356f7|staging_variant_matrix_rows.csv:Exterior 2:73:de5c0e9031,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_c2z,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,C2Z,,"Roof panel, visible carbon fiber with body-color surround, removable","Roof panel, visible carbon fiber with body-color surround, removable",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:61:2f2096cdab|staging_variant_matrix_rows.csv:Exterior 2:61:665b75f379|staging_variant_matrix_rows.csv:Exterior 2:61:6938e87be1|staging_variant_matrix_rows.csv:Exterior 2:61:70a9826ae4|staging_variant_matrix_rows.csv:Exterior 2:61:ada2260010|staging_variant_matrix_rows.csv:Exterior 2:61:bc0ded0fde,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_cc3,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,CC3,,"Roof panel, transparent, removable","Roof panel, transparent, removable",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:60:00b600542e|staging_variant_matrix_rows.csv:Exterior 2:60:7fc24c4776|staging_variant_matrix_rows.csv:Exterior 2:60:81703a7445|staging_variant_matrix_rows.csv:Exterior 2:60:c5af6ad97d|staging_variant_matrix_rows.csv:Exterior 2:60:c621cf2f73|staging_variant_matrix_rows.csv:Exterior 2:60:d46fd4a861,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_cf8,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,CF8,,"Roof panel, electrochromic dimming, removable","Roof panel, electrochromic dimming, removable",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:62:174414a4d5|staging_variant_matrix_rows.csv:Exterior 2:62:4948f60b02|staging_variant_matrix_rows.csv:Exterior 2:62:aef273b7ef|staging_variant_matrix_rows.csv:Exterior 2:62:bebe833759|staging_variant_matrix_rows.csv:Exterior 2:62:d9cb0fecce|staging_variant_matrix_rows.csv:Exterior 2:62:dc67ae0651,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_cfl,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,CFL,,"NEW!  Ground effects, extended front splitter","NEW!  Ground effects, extended front splitter",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:22:06f15deb8d|staging_variant_matrix_rows.csv:Exterior 2:22:70adc3c577|staging_variant_matrix_rows.csv:Exterior 2:22:85110c09f5|staging_variant_matrix_rows.csv:Exterior 2:22:85d80cc5ae|staging_variant_matrix_rows.csv:Exterior 2:22:cbba981275|staging_variant_matrix_rows.csv:Exterior 2:22:f9b7071f80,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_cfv,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,CFV,,"Ground effects, visible carbon fiber","Ground effects, visible carbon fiber",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:21:2c3005f04b|staging_variant_matrix_rows.csv:Exterior 2:21:33bfc2b0b0|staging_variant_matrix_rows.csv:Exterior 2:21:8af3460b7f|staging_variant_matrix_rows.csv:Exterior 2:21:8f3b3fb381|staging_variant_matrix_rows.csv:Exterior 2:21:c9d3a05604|staging_variant_matrix_rows.csv:Exterior 2:21:f875fae03c,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_cfz,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,CFZ,,"Ground effects, carbon fiber, Carbon Flash-painted","Ground effects, carbon fiber, Carbon Flash-painted",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:20:4954ebf330|staging_variant_matrix_rows.csv:Exterior 2:20:7c953c878c|staging_variant_matrix_rows.csv:Exterior 2:20:8ba3dfeb1f|staging_variant_matrix_rows.csv:Exterior 2:20:a341465418|staging_variant_matrix_rows.csv:Exterior 2:20:abc0b7566a|staging_variant_matrix_rows.csv:Exterior 2:20:f3e5d702fd,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_d84,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,D84,,"Convertible top, Carbon Flash-painted nacelles and roof","Convertible top, Carbon Flash-painted nacelles and roof",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:11:1953b695f7|staging_variant_matrix_rows.csv:Exterior 2:11:4214eb85e7|staging_variant_matrix_rows.csv:Exterior 2:11:6c22587316|staging_variant_matrix_rows.csv:Exterior 2:11:9141326034|staging_variant_matrix_rows.csv:Exterior 2:11:bc7b045766|staging_variant_matrix_rows.csv:Exterior 2:11:dadcdb73d7,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_d86,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,D86,,"Convertible top, Carbon Flash-painted nacelles and body-color roof","Convertible top, Carbon Flash-painted nacelles and body-color roof",primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:12:163de7e487|staging_variant_matrix_rows.csv:Exterior 2:12:b68b131be6|staging_variant_matrix_rows.csv:Exterior 2:12:cb49013cc2|staging_variant_matrix_rows.csv:Exterior 2:12:deefd58b20|staging_variant_matrix_rows.csv:Exterior 2:12:ed4532c204|staging_variant_matrix_rows.csv:Exterior 2:12:efceec818d,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dmu,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DMU,,Carbon Flash Grand Sport Heritage Center Stripe,Carbon Flash Grand Sport Heritage Center Stripe,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:68:1b71110646|staging_variant_matrix_rows.csv:Exterior 2:68:1c83ea4160|staging_variant_matrix_rows.csv:Exterior 2:68:21f66750cb|staging_variant_matrix_rows.csv:Exterior 2:68:27d7fcb7ec|staging_variant_matrix_rows.csv:Exterior 2:68:3c06cfe5ac|staging_variant_matrix_rows.csv:Exterior 2:68:a9a956349f,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dmv,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DMV,,Blade Silver Grand Sport Heritage Center Stripe,Blade Silver Grand Sport Heritage Center Stripe,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:70:0033617129|staging_variant_matrix_rows.csv:Exterior 2:70:0593772aab|staging_variant_matrix_rows.csv:Exterior 2:70:09cb43ca0e|staging_variant_matrix_rows.csv:Exterior 2:70:43ed60f089|staging_variant_matrix_rows.csv:Exterior 2:70:4f7bbe7edb|staging_variant_matrix_rows.csv:Exterior 2:70:8bda6a1775,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dmw,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DMW,,Arctic White Grand Sport Heritage Center Stripe,Arctic White Grand Sport Heritage Center Stripe,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:71:15b91f3846|staging_variant_matrix_rows.csv:Exterior 2:71:1e867b5ff7|staging_variant_matrix_rows.csv:Exterior 2:71:c0d9448ee5|staging_variant_matrix_rows.csv:Exterior 2:71:c81b1a32e6|staging_variant_matrix_rows.csv:Exterior 2:71:d9dc34e43f|staging_variant_matrix_rows.csv:Exterior 2:71:ff7f7d305b,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dmx,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DMX,,Admiral Blue Grand Sport Heritage Center Stripe,Admiral Blue Grand Sport Heritage Center Stripe,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:67:161b1fa0d9|staging_variant_matrix_rows.csv:Exterior 2:67:1fed0c8e86|staging_variant_matrix_rows.csv:Exterior 2:67:61b39d5123|staging_variant_matrix_rows.csv:Exterior 2:67:6b608f6bff|staging_variant_matrix_rows.csv:Exterior 2:67:848ee68c5f|staging_variant_matrix_rows.csv:Exterior 2:67:b1335198a9,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dmy,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DMY,,Red Mist Grand Sport Heritage Center Stripe,Red Mist Grand Sport Heritage Center Stripe,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:69:0e61361c4e|staging_variant_matrix_rows.csv:Exterior 2:69:7e7e608dd7|staging_variant_matrix_rows.csv:Exterior 2:69:a7c4d19444|staging_variant_matrix_rows.csv:Exterior 2:69:daa717b6cb|staging_variant_matrix_rows.csv:Exterior 2:69:e413d09776|staging_variant_matrix_rows.csv:Exterior 2:69:eb2535e244,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dpb,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DPB,,Carbon Flash with Blue accent Full Length Dual Racing Stripes,Carbon Flash with Blue accent Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:80:0128020690|staging_variant_matrix_rows.csv:Exterior 2:80:414b06151e|staging_variant_matrix_rows.csv:Exterior 2:80:49744638a5|staging_variant_matrix_rows.csv:Exterior 2:80:86efae699c|staging_variant_matrix_rows.csv:Exterior 2:80:b27a4c62d8|staging_variant_matrix_rows.csv:Exterior 2:80:dc0cbe83f3,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dpc,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DPC,,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,Carbon Flash with Yellow accent Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:81:0a7a06c594|staging_variant_matrix_rows.csv:Exterior 2:81:1b991bd50d|staging_variant_matrix_rows.csv:Exterior 2:81:88dc6da9cb|staging_variant_matrix_rows.csv:Exterior 2:81:8ceb4be081|staging_variant_matrix_rows.csv:Exterior 2:81:a6831587e8|staging_variant_matrix_rows.csv:Exterior 2:81:dbd57dcdc2,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dpg,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DPG,,Carbon Flash with Orange accent Full Length Dual Racing Stripes,Carbon Flash with Orange accent Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:82:2583eff8eb|staging_variant_matrix_rows.csv:Exterior 2:82:318e8d37db|staging_variant_matrix_rows.csv:Exterior 2:82:580c538144|staging_variant_matrix_rows.csv:Exterior 2:82:86a35d7dbe|staging_variant_matrix_rows.csv:Exterior 2:82:af8770de2c|staging_variant_matrix_rows.csv:Exterior 2:82:b5453b34d7,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dpl,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DPL,,Carbon Flash with Red accent Full Length Dual Racing Stripes,Carbon Flash with Red accent Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:83:577702a8a1|staging_variant_matrix_rows.csv:Exterior 2:83:5de42e87f3|staging_variant_matrix_rows.csv:Exterior 2:83:671b04b520|staging_variant_matrix_rows.csv:Exterior 2:83:9dbc2a8346|staging_variant_matrix_rows.csv:Exterior 2:83:9dfeaa0d03|staging_variant_matrix_rows.csv:Exterior 2:83:f9893fc95e,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dpt,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DPT,,Carbon Flash with Silver accent Full Length Dual Racing Stripes,Carbon Flash with Silver accent Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:84:248a18f776|staging_variant_matrix_rows.csv:Exterior 2:84:2a8ccbda1c|staging_variant_matrix_rows.csv:Exterior 2:84:32f40d21b8|staging_variant_matrix_rows.csv:Exterior 2:84:79b926839c|staging_variant_matrix_rows.csv:Exterior 2:84:b3473f0758|staging_variant_matrix_rows.csv:Exterior 2:84:e1f33568af,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dsy,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DSY,,Edge Orange Full Length Dual Racing Stripes,Edge Orange Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:87:82434b09b8|staging_variant_matrix_rows.csv:Exterior 2:87:b524638897|staging_variant_matrix_rows.csv:Exterior 2:87:b74490d6b7|staging_variant_matrix_rows.csv:Exterior 2:87:befb913eed|staging_variant_matrix_rows.csv:Exterior 2:87:c2260ad1eb|staging_variant_matrix_rows.csv:Exterior 2:87:d59ce5b3a7,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dsz,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DSZ,,Edge Red Full Length Dual Racing Stripes,Edge Red Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:88:0f35c5632e|staging_variant_matrix_rows.csv:Exterior 2:88:1292c303ce|staging_variant_matrix_rows.csv:Exterior 2:88:25c4ab982c|staging_variant_matrix_rows.csv:Exterior 2:88:368eecaa7c|staging_variant_matrix_rows.csv:Exterior 2:88:3a6022ae5a|staging_variant_matrix_rows.csv:Exterior 2:88:87fce51bcc,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dt0,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DT0,,Competition Yellow Full Length Dual Racing Stripes,Competition Yellow Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:90:28375083d4|staging_variant_matrix_rows.csv:Exterior 2:90:30f47a2a9e|staging_variant_matrix_rows.csv:Exterior 2:90:35872a627c|staging_variant_matrix_rows.csv:Exterior 2:90:3dc2158ce6|staging_variant_matrix_rows.csv:Exterior 2:90:a6a4783e72|staging_variant_matrix_rows.csv:Exterior 2:90:fea663a2f0,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dth,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DTH,,Carbon Flash Metallic Full Length Dual Racing Stripes,Carbon Flash Metallic Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:86:1c6c248002|staging_variant_matrix_rows.csv:Exterior 2:86:3ac9bb5b4c|staging_variant_matrix_rows.csv:Exterior 2:86:6c4a1dfcf9|staging_variant_matrix_rows.csv:Exterior 2:86:9043ab60c3|staging_variant_matrix_rows.csv:Exterior 2:86:c86fed048f|staging_variant_matrix_rows.csv:Exterior 2:86:d083d77543,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dub,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DUB,,Sterling Silver Full Length Dual Racing Stripes,Sterling Silver Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:89:007e3cc591|staging_variant_matrix_rows.csv:Exterior 2:89:22a799850a|staging_variant_matrix_rows.csv:Exterior 2:89:2aa58fbfb5|staging_variant_matrix_rows.csv:Exterior 2:89:4b7e4080d1|staging_variant_matrix_rows.csv:Exterior 2:89:c8491cdf83|staging_variant_matrix_rows.csv:Exterior 2:89:fd4b6d0933,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_due,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DUE,,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,NEW!  Asymmetrical Santorini Blue/Carbon Flash Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:78:17b68240df|staging_variant_matrix_rows.csv:Exterior 2:78:2eb6929e6a|staging_variant_matrix_rows.csv:Exterior 2:78:3ae5ff415a|staging_variant_matrix_rows.csv:Exterior 2:78:3caee0fa20|staging_variant_matrix_rows.csv:Exterior 2:78:44937f4411|staging_variant_matrix_rows.csv:Exterior 2:78:a7fbd485f4,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_duk,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DUK,,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:79:02a905296f|staging_variant_matrix_rows.csv:Exterior 2:79:32bfffb1d8|staging_variant_matrix_rows.csv:Exterior 2:79:6d4044596a|staging_variant_matrix_rows.csv:Exterior 2:79:712288528d|staging_variant_matrix_rows.csv:Exterior 2:79:efde0262d3|staging_variant_matrix_rows.csv:Exterior 2:79:f8bd95d5eb,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_duw,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DUW,,Edge Blue Full Length Dual Racing Stripes,Edge Blue Full Length Dual Racing Stripes,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:85:48c49c407b|staging_variant_matrix_rows.csv:Exterior 2:85:5350f8a58a|staging_variant_matrix_rows.csv:Exterior 2:85:69223baa97|staging_variant_matrix_rows.csv:Exterior 2:85:6f3a40447a|staging_variant_matrix_rows.csv:Exterior 2:85:701d88cff5|staging_variant_matrix_rows.csv:Exterior 2:85:9de6cba5da,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
prop_grand_sport_exterior_dx4,primary_matrix_selectable_candidate,proposal_only,Exterior 2,grand_sport,exterior,DX4,,Red Mist Grand Sport Heritage Hash Marks,Red Mist Grand Sport Heritage Hash Marks,primary_variant_matrix,true,false,proposal_only,staging_variant_matrix_rows.csv:Exterior 2:74:0691834789|staging_variant_matrix_rows.csv:Exterior 2:74:7b3287a17d|staging_variant_matrix_rows.csv:Exterior 2:74:7e621c3a5f|staging_variant_matrix_rows.csv:Exterior 2:74:7f8fbf3a39|staging_variant_matrix_rows.csv:Exterior 2:74:a8b950b4e7|staging_variant_matrix_rows.csv:Exterior 2:74:e708283456,Generated proposal files are review artifacts only and must not be copied blindly into data/stingray. They are not canonical source data.,confident_subset
