exclusion_id,exclusion_reason,review_bucket,original_reason,proposal_selectable_id,model_key,section_family,rpo,source_sheet,source_row,raw_value,recommended_action,notes
excl_b2334a25a813,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_exterior_ref_ufg_1a8e76,zr1x,,UFG,Exterior 4,49,Rear Cross Traffic Alert,review_status_mapping_before_accepting_proposal,
excl_b2334a25a813,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_exterior_ref_ufg_1a8e76,zr1x,,UFG,Exterior 4,49,Rear Cross Traffic Alert,review_status_mapping_before_accepting_proposal,
excl_f0aeb5f15702,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_exterior_ref_uft_8fa209,zr1x,,UFT,Exterior 4,51,Side Blind Zone Alert,review_status_mapping_before_accepting_proposal,
excl_f0aeb5f15702,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_exterior_ref_uft_8fa209,zr1x,,UFT,Exterior 4,51,Side Blind Zone Alert,review_status_mapping_before_accepting_proposal,
excl_0a90f6fa9e41,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_norpo_2ef9b7b1,zr1x,,,Interior 4,88,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",review_status_mapping_before_accepting_proposal,
excl_0a90f6fa9e41,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_norpo_2ef9b7b1,zr1x,,,Interior 4,88,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",review_status_mapping_before_accepting_proposal,
excl_4596dae8c599,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ah2_2be690,zr1x,,AH2,Interior 4,66,"Seats, GT2 bucket",review_status_mapping_before_accepting_proposal,
excl_4596dae8c599,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ah2_2be690,zr1x,,AH2,Interior 4,66,"Seats, GT2 bucket",review_status_mapping_before_accepting_proposal,
excl_800a06f4a6da,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ahe_3a30cd,zr1x,,AHE,Interior 4,75,"Seat adjuster, driver power bolster",review_status_mapping_before_accepting_proposal,
excl_800a06f4a6da,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ahe_3a30cd,zr1x,,AHE,Interior 4,75,"Seat adjuster, driver power bolster",review_status_mapping_before_accepting_proposal,
excl_bd364259d400,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ahh_15a594,zr1x,,AHH,Interior 4,76,"Seat adjuster, passenger power bolster",review_status_mapping_before_accepting_proposal,
excl_bd364259d400,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ahh_15a594,zr1x,,AHH,Interior 4,76,"Seat adjuster, passenger power bolster",review_status_mapping_before_accepting_proposal,
excl_d6e7ce18c788,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_al9_c1d972,zr1x,,AL9,Interior 4,73,"Seat adjuster, power driver lumbar control",review_status_mapping_before_accepting_proposal,
excl_d6e7ce18c788,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_al9_c1d972,zr1x,,AL9,Interior 4,73,"Seat adjuster, power driver lumbar control",review_status_mapping_before_accepting_proposal,
excl_7c29d9a5686b,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ap9_28b256,zr1x,,AP9,Interior 4,12,"Cargo nets, 2",review_status_mapping_before_accepting_proposal,
excl_7c29d9a5686b,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ap9_28b256,zr1x,,AP9,Interior 4,12,"Cargo nets, 2",review_status_mapping_before_accepting_proposal,
excl_b44785fd2d6e,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_aqa_8995c4,zr1x,,AQA,Interior 4,42,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated",review_status_mapping_before_accepting_proposal,
excl_b44785fd2d6e,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_aqa_8995c4,zr1x,,AQA,Interior 4,42,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated",review_status_mapping_before_accepting_proposal,
excl_089433be28f9,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_at9_ded6c9,zr1x,,AT9,Interior 4,74,"Seat adjuster, power passenger lumbar control",review_status_mapping_before_accepting_proposal,
excl_089433be28f9,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_at9_ded6c9,zr1x,,AT9,Interior 4,74,"Seat adjuster, power passenger lumbar control",review_status_mapping_before_accepting_proposal,
excl_833995fd078a,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_iwe_816f1d,zr1x,,IWE,Interior 4,89,"Sueded Microfiber-Wrapped Upper Interior Trim Package, includes headliner, visors, trim above windshield and rear window, and A-pillar trim",review_status_mapping_before_accepting_proposal,
excl_833995fd078a,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_iwe_816f1d,zr1x,,IWE,Interior 4,89,"Sueded Microfiber-Wrapped Upper Interior Trim Package, includes headliner, visors, trim above windshield and rear window, and A-pillar trim",review_status_mapping_before_accepting_proposal,
excl_3f20a59a4b27,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_k7b_4264a8,zr1x,,K7B,Interior 4,104,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks",review_status_mapping_before_accepting_proposal,
excl_3f20a59a4b27,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_k7b_4264a8,zr1x,,K7B,Interior 4,104,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks",review_status_mapping_before_accepting_proposal,
excl_0d2f3a32880d,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ki3_838ada,zr1x,,KI3,Interior 4,82,"Steering wheel, heated",review_status_mapping_before_accepting_proposal,
excl_0d2f3a32880d,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ki3_838ada,zr1x,,KI3,Interior 4,82,"Steering wheel, heated",review_status_mapping_before_accepting_proposal,
excl_7bf5a2b0e41b,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_kqv_69e3e0,zr1x,,KQV,Interior 4,70,"Seats, heated and vented driver and passenger",review_status_mapping_before_accepting_proposal,
excl_7bf5a2b0e41b,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_kqv_69e3e0,zr1x,,KQV,Interior 4,70,"Seats, heated and vented driver and passenger",review_status_mapping_before_accepting_proposal,
excl_3787fb78fec3,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ug1_457641,zr1x,,UG1,Interior 4,98,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor",review_status_mapping_before_accepting_proposal,
excl_3787fb78fec3,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_ug1_457641,zr1x,,UG1,Interior 4,98,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor",review_status_mapping_before_accepting_proposal,
excl_062bdbca811c,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_uqh_684282,zr1x,,UQH,Interior 4,9,"Audio system feature, Bose Performance Series Sound System with 14 speakers",review_status_mapping_before_accepting_proposal,
excl_062bdbca811c,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_uqh_684282,zr1x,,UQH,Interior 4,9,"Audio system feature, Bose Performance Series Sound System with 14 speakers",review_status_mapping_before_accepting_proposal,
excl_5fe2f8d7e2b0,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_utj_291e76,zr1x,,UTJ,Interior 4,94,"Theft-deterrent system, electrical, unauthorized entry, activates the horn",review_status_mapping_before_accepting_proposal,
excl_5fe2f8d7e2b0,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_utj_291e76,zr1x,,UTJ,Interior 4,94,"Theft-deterrent system, electrical, unauthorized entry, activates the horn",review_status_mapping_before_accepting_proposal,
excl_fde6b26b0f07,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_utu_906ac6,zr1x,,UTU,Interior 4,95,"Theft deterrent sensor, vehicle inclination",review_status_mapping_before_accepting_proposal,
excl_fde6b26b0f07,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_utu_906ac6,zr1x,,UTU,Interior 4,95,"Theft deterrent sensor, vehicle inclination",review_status_mapping_before_accepting_proposal,
excl_ec3cc1267768,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_utv_b42bf7,zr1x,,UTV,Interior 4,96,"Theft deterrent sensor, vehicle interior movement",review_status_mapping_before_accepting_proposal,
excl_ec3cc1267768,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_utv_b42bf7,zr1x,,UTV,Interior 4,96,"Theft deterrent sensor, vehicle interior movement",review_status_mapping_before_accepting_proposal,
excl_d8ec1247efc4,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_uva_6c94dd,zr1x,,UVA,Interior 4,57,"HD Front and Rear Vision Cameras, front camera is curb view",review_status_mapping_before_accepting_proposal,
excl_d8ec1247efc4,review_bucket_unsupported_status,unsupported_status,unsupported_status,prop_zr1x_interior_ref_uva_6c94dd,zr1x,,UVA,Interior 4,57,"HD Front and Rear Vision Cameras, front camera is curb view",review_status_mapping_before_accepting_proposal,
excl_42b83d2a4306,review_only,,,prop_grand_sport_exterior_norpo_83eb51b7,grand_sport,exterior,,Exterior 2,,"Antenna, integral front and rear",exclude_review_only_material,
excl_c9f515a0fc76,review_only,,,prop_grand_sport_exterior_norpo_9404c2ff,grand_sport,exterior,,Exterior 2,,Daytime running lamps,exclude_review_only_material,
excl_7b8760eabb18,review_only,,,prop_grand_sport_exterior_norpo_b1524575,grand_sport,exterior,,Exterior 2,,"Wipers, front intermittent",exclude_review_only_material,
excl_5d5a8a3cf47c,review_only,,,prop_grand_sport_exterior_norpo_ec6577f9,grand_sport,exterior,,Exterior 2,,"Glass, Solar-Ray light-tinted",exclude_review_only_material,
excl_48127d0ca95e,review_only,,,prop_grand_sport_exterior_ref_cf7_05319a,grand_sport,exterior,CF7,Exterior 2,,"Roof panel, body-color, removable",exclude_review_only_material,
excl_94d1ecf3601a,review_only,,,prop_grand_sport_exterior_ref_cm9_f1b5b5,grand_sport,exterior,CM9,Exterior 2,,"Convertible top, retractable, power-folding hard top, painted body-color roof, remote control (down only), includes power glass rear window with integral defogger",exclude_review_only_material,
excl_c13959d5280e,review_only,,,prop_grand_sport_exterior_ref_drg_098945,grand_sport,exterior,DRG,Exterior 2,,"Mirrors, outside, Carbon Flash Metallic-painted",exclude_review_only_material,
excl_61aaa12df751,review_only,,,prop_grand_sport_exterior_ref_dwk_6d02c9,grand_sport,exterior,DWK,Exterior 2,,"Mirrors, outside heated, power-adjustable, manual-folding with turn signal indicators",exclude_review_only_material,
excl_e6bd6ba73bec,review_only,,,prop_grand_sport_exterior_ref_dyx_962f83,grand_sport,exterior,DYX,Exterior 2,,"Mirrors, outside heated, power-adjustable, power-folding, driver-side auto-dimming with turn signal indicators",exclude_review_only_material,
excl_1d78be11ad7f,review_only,,,prop_grand_sport_exterior_ref_efr_bc85ae,grand_sport,exterior,EFR,Exterior 2,,"Exterior accents, Carbon Flash, side vents, rockers, splitter and front/rear grille accents",exclude_review_only_material,
excl_47ad59a8a833,review_only,,,prop_grand_sport_exterior_ref_eyt_cbd330,grand_sport,exterior,EYT,Exterior 2,,Carbon Flash Exterior Badge Package,exclude_review_only_material,
excl_8a13b2db9ce9,review_only,,,prop_grand_sport_exterior_ref_swm_aed888,grand_sport,exterior,SWM,Exterior 2,,"Wheels, 20"" x 10"" (50.8 cm x 25.4 cm) front and 21"" x 13"" (53.3 cm x 33 cm) rear 10-spoke, Pearl Nickel forged aluminum",exclude_review_only_material,
excl_9f1303f92298,review_only,,,prop_grand_sport_exterior_ref_t0e_e1ea7a,grand_sport,exterior,T0E,Exterior 2,,"Spoiler, rear",exclude_review_only_material,
excl_f6a30e296c43,review_only,,,prop_grand_sport_exterior_ref_t4l_f12e43,grand_sport,exterior,T4L,Exterior 2,,"Headlamps, LED",exclude_review_only_material,
excl_f227468e51cc,review_only,,,prop_grand_sport_exterior_ref_tq5_7125cb,grand_sport,exterior,TQ5,Exterior 2,,"IntelliBeam, auto high beam",exclude_review_only_material,
excl_c566a819325c,review_only,,,prop_grand_sport_exterior_ref_tr7_097cef,grand_sport,exterior,TR7,Exterior 2,,"Headlamp control, automatic leveling system",exclude_review_only_material,
excl_d14bc3417422,review_only,,,prop_grand_sport_exterior_ref_ud7_d6013b,grand_sport,exterior,UD7,Exterior 2,,Rear Park Assist,exclude_review_only_material,
excl_2450e8051730,review_only,,,prop_grand_sport_exterior_ref_ufg_1a8e76,grand_sport,exterior,UFG,Exterior 2,,Rear Cross Traffic Alert,exclude_review_only_material,
excl_b5bee85ba103,review_only,,,prop_grand_sport_exterior_ref_uft_8fa209,grand_sport,exterior,UFT,Exterior 2,,Side Blind Zone Alert,exclude_review_only_material,
excl_e96c7ecf723d,review_only,,,prop_grand_sport_exterior_ref_xfr_d1fe73,grand_sport,exterior,XFR,Exterior 2,,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, high performance",exclude_review_only_material,
excl_8a8a5a86ff85,review_only,,,prop_grand_sport_exterior_ref_xfs_7aa788,grand_sport,exterior,XFS,Exterior 2,,"Tires, 275/30ZR20 front and 345/25ZR21 rear, blackwall, Michelin Pilot Sport Cup 2 R ultra performance",exclude_review_only_material,
excl_d890eb27555c,review_only,,,prop_grand_sport_exterior_ref_xft_051cda,grand_sport,exterior,XFT,Exterior 2,,"Tires, 275/30ZR20 front and 345/25ZR21 rear, all-season, blackwall, performance",exclude_review_only_material,
excl_e08e44bef31e,review_only,,,prop_grand_sport_interior_norpo_0f66e4c2,grand_sport,interior,,Interior 2,,"Hatch release, push button open",exclude_review_only_material,
excl_500fbb637ca8,review_only,,,prop_grand_sport_interior_norpo_2d5b2f76,grand_sport,interior,,Interior 2,,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",exclude_review_only_material,
excl_c40cbceea41d,review_only,,,prop_grand_sport_interior_norpo_2ef9b7b1,grand_sport,interior,,Interior 2,,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console",exclude_review_only_material,
excl_79b2e19fbdc8,review_only,,,prop_grand_sport_interior_norpo_4835e899,grand_sport,interior,,Interior 2,,"Lighting, interior, theater dimming",exclude_review_only_material,
excl_57ea08d34b5f,review_only,,,prop_grand_sport_interior_norpo_4bfa2d80,grand_sport,interior,,Interior 2,,"Door locks, power programmable with lockout protection",exclude_review_only_material,
excl_a7e4449a72c1,review_only,,,prop_grand_sport_interior_norpo_6cc1585d,grand_sport,interior,,Interior 2,,Air filtration system with pollen filter,exclude_review_only_material,
excl_7a0e68fcf887,review_only,,,prop_grand_sport_interior_norpo_7210b5e2,grand_sport,interior,,Interior 2,,"Cruise control, electronic with set and resume speed",exclude_review_only_material,
excl_cac1a76d8074,review_only,,,prop_grand_sport_interior_norpo_7a5ed39f,grand_sport,interior,,Interior 2,,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",exclude_review_only_material,
excl_6670a2f81d5e,review_only,,,prop_grand_sport_interior_norpo_abb2ac9b,grand_sport,interior,,Interior 2,,"Visors, driver and passenger illuminated vanity mirrors, covered",exclude_review_only_material,
excl_790409add2bc,review_only,,,prop_grand_sport_interior_norpo_b15202ae,grand_sport,interior,,Interior 2,,"Floor mats, carpeted",exclude_review_only_material,
excl_e186657106ef,review_only,,,prop_grand_sport_interior_norpo_bc2e6b81,grand_sport,interior,,Interior 2,,Remote vehicle starter system,exclude_review_only_material,
excl_c50b7ca3df20,review_only,,,prop_grand_sport_interior_norpo_c87393cc,grand_sport,interior,,Interior 2,,"OnStar Basics (OnStar Fleet Basics for Fleet) Drive with confidence and convenience using core OnStar services, featuring built-in voice assistance, real-time navigation, and access to audio streaming apps. With your vehicle mobile app, you can seamlessly manage your vehicle by sending commands and enjoy peace of mind knowing Automatic Crash Response can connect you to help if you’re in need.",exclude_review_only_material,
excl_dcac07b69671,review_only,,,prop_grand_sport_interior_norpo_cf33f3bd,grand_sport,interior,,Interior 2,,"Steering wheel controls, audio, voice recognition, cruise and Driver Information Center",exclude_review_only_material,
excl_02afa6b64c48,review_only,,,prop_grand_sport_interior_norpo_d224c999,grand_sport,interior,,Interior 2,,"Theft-deterrent system, vehicle, push button start, immobilizer and audible visual alarm",exclude_review_only_material,
excl_4901caa9e50c,review_only,,,prop_grand_sport_interior_norpo_eb01ebfd,grand_sport,interior,,Interior 2,,"Windows, power with driver and passenger Express-Down/Up",exclude_review_only_material,
excl_6a3c7c0e0edc,review_only,,,prop_grand_sport_interior_norpo_ecdc6163,grand_sport,interior,,Interior 2,,"Trunk release, push button open",exclude_review_only_material,
excl_6701fc37ac6d,review_only,,,prop_grand_sport_interior_ref_719_5c1c22,grand_sport,interior,719,Interior 2,,"Seat belt color, Black",exclude_review_only_material,
excl_3f7826059760,review_only,,,prop_grand_sport_interior_ref_a2x_017bf6,grand_sport,interior,A2X,Interior 2,,"Seat adjuster, driver 8-way power",exclude_review_only_material,
excl_96a49ae21fa5,review_only,,,prop_grand_sport_interior_ref_a7k_db5d90,grand_sport,interior,A7K,Interior 2,,"Seat adjuster, passenger 8-way power",exclude_review_only_material,
excl_e567254c7c86,review_only,,,prop_grand_sport_interior_ref_ahe_3a30cd,grand_sport,interior,AHE,Interior 2,,"Seat adjuster, driver power bolster",exclude_review_only_material,
excl_51e7293c1998,review_only,,,prop_grand_sport_interior_ref_ahh_15a594,grand_sport,interior,AHH,Interior 2,,"Seat adjuster, passenger power bolster",exclude_review_only_material,
excl_8e7fc98d6edc,review_only,,,prop_grand_sport_interior_ref_aj7_51720c,grand_sport,interior,AJ7,Interior 2,,"Airbags, frontal and side-impact, driver and passenger with Passenger Sensing System",exclude_review_only_material,
excl_8ad8f6d007b1,review_only,,,prop_grand_sport_interior_ref_al9_c1d972,grand_sport,interior,AL9,Interior 2,,"Seat adjuster, power driver lumbar control",exclude_review_only_material,
excl_6ba6547188fb,review_only,,,prop_grand_sport_interior_ref_ap9_28b256,grand_sport,interior,AP9,Interior 2,,"Cargo nets, 2",exclude_review_only_material,
excl_281a40a17dbb,review_only,,,prop_grand_sport_interior_ref_aq9_88ec54,grand_sport,interior,AQ9,Interior 2,,"Seats, GT1 bucket",exclude_review_only_material,
excl_b5fc1a990e2f,review_only,,,prop_grand_sport_interior_ref_aqa_8995c4,grand_sport,interior,AQA,Interior 2,,"Memory Driver and Passenger Convenience Package, includes steering wheel and outside mirrors plus seat memory for both driver and passenger; key fob or door button activated",exclude_review_only_material,
excl_e89c99a506cd,review_only,,,prop_grand_sport_interior_ref_at9_ded6c9,grand_sport,interior,AT9,Interior 2,,"Seat adjuster, power passenger lumbar control",exclude_review_only_material,
excl_87826482b8b0,review_only,,,prop_grand_sport_interior_ref_cfx_46e97a,grand_sport,interior,CFX,Interior 2,,"Plaque, personalized with Corvette Museum logo, your name and VIN",exclude_review_only_material,
excl_225048ed2a9a,review_only,,,prop_grand_sport_interior_ref_cj2_b1f761,grand_sport,interior,CJ2,Interior 2,,"Air conditioning, dual-zone automatic climate control, individual climate settings for driver and passenger, with outside temperature display",exclude_review_only_material,
excl_843efd459304,review_only,,,prop_grand_sport_interior_ref_drz_11146e,grand_sport,interior,DRZ,Interior 2,,"Rear Camera Mirror, inside rearview auto-dimming with full camera display",exclude_review_only_material,
excl_e20299a69f85,review_only,,,prop_grand_sport_interior_ref_ive_a3730d,grand_sport,interior,IVE,Interior 2,,"Infotainment system with Google Built-In,12.7"" diagonal center console display, 14"" diagonal Driver Information Center, and 6.6"" diagonal auxiliary touchscreen, with Google Built-In compatibility, including navigation capability, connected apps, Natural Voice Recognition. Phone integration for Wireless Apple CarPlay/Wireless Android Auto for compatible phones",exclude_review_only_material,
excl_27bd777da210,review_only,,,prop_grand_sport_interior_ref_iwe_816f1d,grand_sport,interior,IWE,Interior 2,,"Sueded Microfiber-Wrapped Upper Interior Trim Package, includes headliner, visors, trim above windshield and rear window, and A-pillar trim",exclude_review_only_material,
excl_5c222b7a696e,review_only,,,prop_grand_sport_interior_ref_k7a_cfb355,grand_sport,interior,K7A,Interior 2,,"Wireless Phone Charging, wireless charging pad for phone or portable devices, located on center console",exclude_review_only_material,
excl_f2c352cb4f07,review_only,,,prop_grand_sport_interior_ref_k7b_4264a8,grand_sport,interior,K7B,Interior 2,,"Wireless Phone Charging, 2 wireless charging pads for phone or portable devices, located on center console and between seatbacks",exclude_review_only_material,
excl_56c09701b2cc,review_only,,,prop_grand_sport_interior_ref_ki3_838ada,grand_sport,interior,KI3,Interior 2,,"Steering wheel, heated",exclude_review_only_material,
excl_ac168f95908a,review_only,,,prop_grand_sport_interior_ref_kqv_69e3e0,grand_sport,interior,KQV,Interior 2,,"Seats, heated and vented driver and passenger",exclude_review_only_material,
excl_aee13bd50158,review_only,,,prop_grand_sport_interior_ref_n38_e1e3ad,grand_sport,interior,N38,Interior 2,,"Steering column, power tilt and telescopic",exclude_review_only_material,
excl_e9be7a2e0961,review_only,,,prop_grand_sport_interior_ref_nk4_be161a,grand_sport,interior,NK4,Interior 2,,"Steering wheel, leather-wrapped",exclude_review_only_material,
excl_4e8352008dcb,review_only,,,prop_grand_sport_interior_ref_ppw_e0a4e7,grand_sport,interior,PPW,Interior 2,,Wireless Apple CarPlay/Wireless Android Auto,exclude_review_only_material,
excl_d277a7b6e10d,review_only,,,prop_grand_sport_interior_ref_r9l_cebd0e,grand_sport,interior,R9L,Interior 2,,Removes OnStar Basics (OnStar Fleet Basics for Fleet),exclude_review_only_material,
excl_cf6550a737ea,review_only,,,prop_grand_sport_interior_ref_tdm_d4acd3,grand_sport,interior,TDM,Interior 2,,"Teen Driver, a configurable feature that lets you activate customizable vehicle settings associated with a key fob, to help encourage safe driving behavior. It can limit certain available vehicle features, and it prevents certain safety systems from being turned off. An in-vehicle report card gives you information on driving habits and helps you to continue to coach your new driver",exclude_review_only_material,
excl_9a55017a44d1,review_only,,,prop_grand_sport_interior_ref_u2k_aee0b6,grand_sport,interior,U2K,Interior 2,,SiriusXM with 360L Trial Subscription. SiriusXM with 360L transforms your customers' ride with our most extensive and personalized radio experience on the road.,exclude_review_only_material,
excl_36bea28574b2,review_only,,,prop_grand_sport_interior_ref_u5g_c69d82,grand_sport,interior,U5G,Interior 2,,5G vehicle connectivity,exclude_review_only_material,
excl_3cab6a876e48,review_only,,,prop_grand_sport_interior_ref_u80_8524d3,grand_sport,interior,U80,Interior 2,,"Compass, digital",exclude_review_only_material,
excl_67ea5c2681d6,review_only,,,prop_grand_sport_interior_ref_ue1_4b2b4f,grand_sport,interior,UE1,Interior 2,,OnStar services capable,exclude_review_only_material,
excl_03a56eb5d2ad,review_only,,,prop_grand_sport_interior_ref_ueu_6351aa,grand_sport,interior,UEU,Interior 2,,Forward Collision Alert,exclude_review_only_material,
excl_f8f19519ab47,review_only,,,prop_grand_sport_interior_ref_ug1_457641,grand_sport,interior,UG1,Interior 2,,"Universal Home Remote, includes garage door opener, 3-channel programmable, located on driver visor",exclude_review_only_material,
excl_0160c2acf063,review_only,,,prop_grand_sport_interior_ref_uhx_4d8c3a,grand_sport,interior,UHX,Interior 2,,Lane Keep Assist with Lane Departure Warning,exclude_review_only_material,
excl_f9d066973b9f,review_only,,,prop_grand_sport_interior_ref_uqh_684282,grand_sport,interior,UQH,Interior 2,,"Audio system feature, Bose Performance Series Sound System with 14 speakers",exclude_review_only_material,
excl_df19f16fda8d,review_only,,,prop_grand_sport_interior_ref_uqs_edfcfc,grand_sport,interior,UQS,Interior 2,,"Audio system feature, Bose Premium 10-speaker system",exclude_review_only_material,
excl_2c5af3e0d924,review_only,,,prop_grand_sport_interior_ref_utj_291e76,grand_sport,interior,UTJ,Interior 2,,"Theft-deterrent system, electrical, unauthorized entry, activates the horn",exclude_review_only_material,
excl_53f2f9379af8,review_only,,,prop_grand_sport_interior_ref_utu_906ac6,grand_sport,interior,UTU,Interior 2,,"Theft deterrent sensor, vehicle inclination",exclude_review_only_material,
excl_dbefde28ea47,review_only,,,prop_grand_sport_interior_ref_utv_b42bf7,grand_sport,interior,UTV,Interior 2,,"Theft deterrent sensor, vehicle interior movement",exclude_review_only_material,
excl_16798729c57b,review_only,,,prop_grand_sport_interior_ref_uv6_9376db,grand_sport,interior,UV6,Interior 2,,"Head-Up Display, color display with 3 modes: tour, sport, track; can display speed, gear, tachometer, paddle shift lights, turn signals, bright headlamps, turn-by-turn navigation, g-meter, speed limit",exclude_review_only_material,
excl_f037d2b93228,review_only,,,prop_grand_sport_interior_ref_uva_6c94dd,grand_sport,interior,UVA,Interior 2,,"HD Front and Rear Vision Cameras, front camera is curb view",exclude_review_only_material,
excl_3eb86bb7bad5,review_only,,,prop_grand_sport_interior_ref_uvb_cd2d80,grand_sport,interior,UVB,Interior 2,,HD Rear Vision Camera,exclude_review_only_material,
excl_8fffd07e26a7,review_only,,,prop_grand_sport_interior_ref_vhm_04b315,grand_sport,interior,VHM,Interior 2,,"Vehicle health management, provides advanced warning of vehicle issues",exclude_review_only_material,
excl_52e4a91e6129,review_only,,,prop_grand_sport_interior_ref_vv4_1883c9,grand_sport,interior,VV4,Interior 2,,Wi-Fi Hotspot capable,exclude_review_only_material,
excl_01c7bbbd29fc,review_only,,,prop_grand_sport_mechanical_norpo_40af3168,grand_sport,mechanical,,Mechanical 2,,NEW!  Intersection Automatic Emergency Braking,exclude_review_only_material,
excl_a05c5beb60d3,review_only,,,prop_grand_sport_mechanical_norpo_5ba5d2b7,grand_sport,mechanical,,Mechanical 2,,"Active handling stability control, improves traction and enhances vehicle stability",exclude_review_only_material,
excl_a0124e82a732,review_only,,,prop_grand_sport_mechanical_norpo_9bd5f2b6,grand_sport,mechanical,,Mechanical 2,,Oil life monitoring system,exclude_review_only_material,
excl_c48a3e8800e9,review_only,,,prop_grand_sport_mechanical_norpo_b870adf8,grand_sport,mechanical,,Mechanical 2,,"Steering, power, electric, speed-sensitive, rack-and-pinion, variable ratio",exclude_review_only_material,
excl_2fcbb19fc21e,review_only,,,prop_grand_sport_mechanical_norpo_cc2f2484,grand_sport,mechanical,,Mechanical 2,,"Frame, aluminum structure",exclude_review_only_material,
excl_76b5cd8570b6,review_only,,,prop_grand_sport_mechanical_norpo_cf1763a1,grand_sport,mechanical,,Mechanical 2,,"Traction control, all-speed",exclude_review_only_material,
excl_4c7f84bddf6e,review_only,,,prop_grand_sport_mechanical_ref_b4z_d4bce7,grand_sport,mechanical,B4Z,Mechanical 2,,Performance Traction Management,exclude_review_only_material,
