exclusion_id,exclusion_reason,review_bucket,original_reason,proposal_selectable_id,model_key,section_family,rpo,source_sheet,source_row,raw_value,recommended_action,notes
excl_ddc12c3872e9,blocking_review_bucket,,,prop_grand_sport_interior_ah2,grand_sport,interior,AH2,Interior 2,,"Seats, GT2 bucket",resolve_or_exclude_review_bucket_before_confident_subset,
excl_f8e3a1ffc445,blocking_review_bucket,,,prop_grand_sport_interior_uqt,grand_sport,interior,UQT,Interior 2,,Performance data and video recorder,resolve_or_exclude_review_bucket_before_confident_subset,
excl_640fd2e70445,blocking_review_bucket,,,prop_grand_sport_standard_equipment_uqt,grand_sport,standard_equipment,UQT,Standard Equipment 2,,Performance data and video recorder,resolve_or_exclude_review_bucket_before_confident_subset,
excl_3f624135a54b,blocking_review_bucket,,,prop_stingray_interior_ah2,stingray,interior,AH2,Interior 1,,"Seats, GT2 bucket",resolve_or_exclude_review_bucket_before_confident_subset,
excl_7ef4bd319fd5,blocking_review_bucket,,,prop_stingray_interior_uqt,stingray,interior,UQT,Interior 1,,Performance data and video recorder,resolve_or_exclude_review_bucket_before_confident_subset,
excl_370ab80bd655,blocking_review_bucket,,,prop_stingray_standard_equipment_uqt,stingray,standard_equipment,UQT,Standard Equipment 1,,Performance data and video recorder,resolve_or_exclude_review_bucket_before_confident_subset,
excl_5981a642c56d,blocking_review_bucket,,,prop_z06_interior_ah2,z06,interior,AH2,Interior 3,,"Seats, GT2 bucket",resolve_or_exclude_review_bucket_before_confident_subset,
excl_d650e0b0f7b5,blocking_review_bucket,,,prop_z06_interior_uqt,z06,interior,UQT,Interior 3,,Performance data and video recorder,resolve_or_exclude_review_bucket_before_confident_subset,
excl_355c192dbd0b,blocking_review_bucket,,,prop_z06_standard_equipment_uqt,z06,standard_equipment,UQT,Standard Equipment 3,,Performance data and video recorder,resolve_or_exclude_review_bucket_before_confident_subset,
excl_4efb4646cac2,review_bucket_boundary_exclusion_summary,boundary_exclusion_summary,excluded_color_trim_source,,,,,Color and Trim 1,5,,exclude_from_primary_matrix_proposal,Color/Trim is accepted_review_only and excluded from first canonical proposal.
excl_e7fe7fc6db47,review_bucket_boundary_exclusion_summary,boundary_exclusion_summary,excluded_equipment_group_source,,stingray,,UQH,Equipment Groups 1,5,"Audio system feature, Bose Performance Series Sound System with 14 speakers",exclude_from_selectable_proposal,Equipment Groups are cross-check only.
excl_106a6f44fac9,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|stingray|z06|zr1|zr1x,,AH2,,,"Seats, GT2 bucket",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_7e4b43d2c1bf,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|stingray|z06|zr1|zr1x,,B6P,,,"Coupe Engine Appearance Package, includes carbon fiber trim and (SL9) engine specification plaque, LPO | Coupe Engine Appearance Package, includes carbon fiber trim, (D3V) engine lighting and (SL9) engine specification plaque, LPO",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_17fdc5f2abaa,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|stingray|z06|zr1|zr1x,,C2Z,,,"Roof panel, visible carbon fiber with body-color surround, removable",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_ae1a5e565d4e,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|z06|zr1|zr1x,,CFV,,,"Ground effects, visible carbon fiber | Ground effects, visible carbon fiber
1. Included with (T0G) Visible Carbon Fiber Aero Package. | Ground effects, visible carbon fiber
1. Not available at this time.",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_454a2d89db33,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|stingray|z06|zr1|zr1x,,D3V,,,"Engine lighting | Engine lighting
1. Included with (B6P) Coupe Engine Appearance Package or (BC4/BCP/BCS) LS6 engine covers. | Engine lighting
1. Included with (B6P) Coupe Engine Appearance Package or (BCW) Red engine intake.",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_a3b9baba073f,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,z06|zr1|zr1x,,DY0,,,"Display hood, Carbon Fiber, located above the Driver Information Center display",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_8b73e4c87312,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|stingray|z06|zr1|zr1x,,SL9,,,"LPO, Engine specification plaque, Genuine Corvette Accessory
1. Included with (B6P/ZZ3) Engine Appearance Package.",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_904408ce33b5,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|stingray|z06|zr1|zr1x,,UQT,,,Performance data and video recorder,keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_49344c524f5a,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|stingray|z06|zr1|zr1x,,WUB,,,"NEW!  Exhaust, quad center exit | NEW!  Exhaust, quad center exit
1. Included with (FEY) Z52 Track Performance Package.",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_75643c129bd9,review_bucket_expected_review_only,expected_review_only,accepted_rpo_overlap_kept_separate,,grand_sport|stingray|z06|zr1|zr1x,,ZZ3,,,"Convertible Engine Appearance Package, includes window under tonneau cover, (BC7) Black LS6 engine cover and (SL9) engine specification plaque, LPO | Convertible Engine Appearance Package, includes window under tonneau cover, engine intake and (SL9) engine specification plaque, LPO",keep_overlap_as_separate_evidence; do_not_merge,Accepted overlap is preserved as separate evidence and not merged.
excl_c2969452a675,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_83eb51b7,grand_sport,,,Exterior 2,6,"Antenna, integral front and rear",review_non_standard_row_without_rpo,
excl_c2969452a675,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_83eb51b7,grand_sport,,,Exterior 2,6,"Antenna, integral front and rear",review_non_standard_row_without_rpo,
excl_c2969452a675,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_83eb51b7,grand_sport,,,Exterior 2,6,"Antenna, integral front and rear",review_non_standard_row_without_rpo,
excl_c2969452a675,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_83eb51b7,grand_sport,,,Exterior 2,6,"Antenna, integral front and rear",review_non_standard_row_without_rpo,
excl_c2969452a675,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_83eb51b7,grand_sport,,,Exterior 2,6,"Antenna, integral front and rear",review_non_standard_row_without_rpo,
excl_c2969452a675,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_83eb51b7,grand_sport,,,Exterior 2,6,"Antenna, integral front and rear",review_non_standard_row_without_rpo,
excl_2361e7e07010,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_9404c2ff,grand_sport,,,Exterior 2,15,Daytime running lamps,review_non_standard_row_without_rpo,
excl_2361e7e07010,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_9404c2ff,grand_sport,,,Exterior 2,15,Daytime running lamps,review_non_standard_row_without_rpo,
excl_2361e7e07010,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_9404c2ff,grand_sport,,,Exterior 2,15,Daytime running lamps,review_non_standard_row_without_rpo,
excl_2361e7e07010,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_9404c2ff,grand_sport,,,Exterior 2,15,Daytime running lamps,review_non_standard_row_without_rpo,
excl_2361e7e07010,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_9404c2ff,grand_sport,,,Exterior 2,15,Daytime running lamps,review_non_standard_row_without_rpo,
excl_2361e7e07010,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_9404c2ff,grand_sport,,,Exterior 2,15,Daytime running lamps,review_non_standard_row_without_rpo,
excl_c1a10788cc8c,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_b1524575,grand_sport,,,Exterior 2,104,"Wipers, front intermittent",review_non_standard_row_without_rpo,
excl_c1a10788cc8c,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_b1524575,grand_sport,,,Exterior 2,104,"Wipers, front intermittent",review_non_standard_row_without_rpo,
excl_c1a10788cc8c,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_b1524575,grand_sport,,,Exterior 2,104,"Wipers, front intermittent",review_non_standard_row_without_rpo,
excl_c1a10788cc8c,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_b1524575,grand_sport,,,Exterior 2,104,"Wipers, front intermittent",review_non_standard_row_without_rpo,
excl_c1a10788cc8c,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_b1524575,grand_sport,,,Exterior 2,104,"Wipers, front intermittent",review_non_standard_row_without_rpo,
excl_c1a10788cc8c,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_b1524575,grand_sport,,,Exterior 2,104,"Wipers, front intermittent",review_non_standard_row_without_rpo,
excl_0187012caed5,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_ec6577f9,grand_sport,,,Exterior 2,19,"Glass, Solar-Ray light-tinted",review_non_standard_row_without_rpo,
excl_0187012caed5,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_ec6577f9,grand_sport,,,Exterior 2,19,"Glass, Solar-Ray light-tinted",review_non_standard_row_without_rpo,
excl_0187012caed5,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_ec6577f9,grand_sport,,,Exterior 2,19,"Glass, Solar-Ray light-tinted",review_non_standard_row_without_rpo,
excl_0187012caed5,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_ec6577f9,grand_sport,,,Exterior 2,19,"Glass, Solar-Ray light-tinted",review_non_standard_row_without_rpo,
excl_0187012caed5,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_ec6577f9,grand_sport,,,Exterior 2,19,"Glass, Solar-Ray light-tinted",review_non_standard_row_without_rpo,
excl_0187012caed5,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_exterior_norpo_ec6577f9,grand_sport,,,Exterior 2,19,"Glass, Solar-Ray light-tinted",review_non_standard_row_without_rpo,
excl_dcd9efc3a75b,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_0f66e4c2,grand_sport,,,Interior 2,21,"Hatch release, push button open",review_non_standard_row_without_rpo,
excl_dcd9efc3a75b,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_0f66e4c2,grand_sport,,,Interior 2,21,"Hatch release, push button open",review_non_standard_row_without_rpo,
excl_dcd9efc3a75b,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_0f66e4c2,grand_sport,,,Interior 2,21,"Hatch release, push button open",review_non_standard_row_without_rpo,
excl_dcd9efc3a75b,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_0f66e4c2,grand_sport,,,Interior 2,21,"Hatch release, push button open",review_non_standard_row_without_rpo,
excl_dcd9efc3a75b,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_0f66e4c2,grand_sport,,,Interior 2,21,"Hatch release, push button open",review_non_standard_row_without_rpo,
excl_dcd9efc3a75b,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_0f66e4c2,grand_sport,,,Interior 2,21,"Hatch release, push button open",review_non_standard_row_without_rpo,
excl_f5fd3070a536,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2d5b2f76,grand_sport,,,Interior 2,23,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",review_non_standard_row_without_rpo,
excl_f5fd3070a536,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2d5b2f76,grand_sport,,,Interior 2,23,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",review_non_standard_row_without_rpo,
excl_f5fd3070a536,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2d5b2f76,grand_sport,,,Interior 2,23,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",review_non_standard_row_without_rpo,
excl_f5fd3070a536,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2d5b2f76,grand_sport,,,Interior 2,23,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",review_non_standard_row_without_rpo,
excl_f5fd3070a536,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2d5b2f76,grand_sport,,,Interior 2,23,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",review_non_standard_row_without_rpo,
excl_f5fd3070a536,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2d5b2f76,grand_sport,,,Interior 2,23,"Keyless Open and Start, includes 2 remote transmitters that enable automatic door unlock and open by touching door switch",review_non_standard_row_without_rpo,
excl_e718af119f86,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2ef9b7b1,grand_sport,,,Interior 2,85,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",review_non_standard_row_without_rpo,
excl_e718af119f86,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2ef9b7b1,grand_sport,,,Interior 2,85,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",review_non_standard_row_without_rpo,
excl_e718af119f86,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2ef9b7b1,grand_sport,,,Interior 2,85,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",review_non_standard_row_without_rpo,
excl_e718af119f86,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2ef9b7b1,grand_sport,,,Interior 2,85,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",review_non_standard_row_without_rpo,
excl_e718af119f86,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2ef9b7b1,grand_sport,,,Interior 2,85,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",review_non_standard_row_without_rpo,
excl_e718af119f86,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_2ef9b7b1,grand_sport,,,Interior 2,85,"Custom Leather Wrapped Interior Package, features leather-wrapped upper instrument panel, door trim panels and console
1. When (HUB/HUC) Ultimate Suede Jet Black is ordered, the instrument panel, door trim panels and console will be suede.",review_non_standard_row_without_rpo,
excl_c3a4ac3473b0,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4835e899,grand_sport,,,Interior 2,25,"Lighting, interior, theater dimming",review_non_standard_row_without_rpo,
excl_c3a4ac3473b0,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4835e899,grand_sport,,,Interior 2,25,"Lighting, interior, theater dimming",review_non_standard_row_without_rpo,
excl_c3a4ac3473b0,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4835e899,grand_sport,,,Interior 2,25,"Lighting, interior, theater dimming",review_non_standard_row_without_rpo,
excl_c3a4ac3473b0,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4835e899,grand_sport,,,Interior 2,25,"Lighting, interior, theater dimming",review_non_standard_row_without_rpo,
excl_c3a4ac3473b0,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4835e899,grand_sport,,,Interior 2,25,"Lighting, interior, theater dimming",review_non_standard_row_without_rpo,
excl_c3a4ac3473b0,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4835e899,grand_sport,,,Interior 2,25,"Lighting, interior, theater dimming",review_non_standard_row_without_rpo,
excl_fd4061656edd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4bfa2d80,grand_sport,,,Interior 2,18,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_fd4061656edd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4bfa2d80,grand_sport,,,Interior 2,18,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_fd4061656edd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4bfa2d80,grand_sport,,,Interior 2,18,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_fd4061656edd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4bfa2d80,grand_sport,,,Interior 2,18,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_fd4061656edd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4bfa2d80,grand_sport,,,Interior 2,18,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_fd4061656edd,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_4bfa2d80,grand_sport,,,Interior 2,18,"Door locks, power programmable with lockout protection",review_non_standard_row_without_rpo,
excl_d9f921f205fe,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_6cc1585d,grand_sport,,,Interior 2,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_d9f921f205fe,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_6cc1585d,grand_sport,,,Interior 2,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_d9f921f205fe,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_6cc1585d,grand_sport,,,Interior 2,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_d9f921f205fe,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_6cc1585d,grand_sport,,,Interior 2,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_d9f921f205fe,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_6cc1585d,grand_sport,,,Interior 2,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_d9f921f205fe,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_6cc1585d,grand_sport,,,Interior 2,6,Air filtration system with pollen filter,review_non_standard_row_without_rpo,
excl_013c6cfdb98e,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7210b5e2,grand_sport,,,Interior 2,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_013c6cfdb98e,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7210b5e2,grand_sport,,,Interior 2,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_013c6cfdb98e,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7210b5e2,grand_sport,,,Interior 2,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_013c6cfdb98e,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7210b5e2,grand_sport,,,Interior 2,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_013c6cfdb98e,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7210b5e2,grand_sport,,,Interior 2,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_013c6cfdb98e,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7210b5e2,grand_sport,,,Interior 2,17,"Cruise control, electronic with set and resume speed",review_non_standard_row_without_rpo,
excl_e41ba3ce6890,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7a5ed39f,grand_sport,,,Interior 2,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_e41ba3ce6890,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7a5ed39f,grand_sport,,,Interior 2,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_e41ba3ce6890,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7a5ed39f,grand_sport,,,Interior 2,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_e41ba3ce6890,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7a5ed39f,grand_sport,,,Interior 2,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_e41ba3ce6890,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7a5ed39f,grand_sport,,,Interior 2,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_e41ba3ce6890,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_7a5ed39f,grand_sport,,,Interior 2,16,"Console, floor, 2 cup holders, auxiliary power outlet, 3 USB ports (2 type-C, 1 type-A), passenger grab handle and lockable storage",review_non_standard_row_without_rpo,
excl_4d02c3413236,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_abb2ac9b,grand_sport,,,Interior 2,96,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
excl_4d02c3413236,review_bucket_missing_rpo_non_standard_equipment,missing_rpo_non_standard_equipment,blank_rpo_non_standard_equipment,prop_grand_sport_interior_norpo_abb2ac9b,grand_sport,,,Interior 2,96,"Visors, driver and passenger illuminated vanity mirrors, covered",review_non_standard_row_without_rpo,
