source_ref_id,source_file,source_sheet,source_row,source_column_or_cell_range,source_field,raw_value,raw_status,orderable_rpo,ref_rpo,source_detail_raw
staging_variant_matrix_rows.csv:Exterior 2:79:02a905296f,staging_variant_matrix_rows.csv,Exterior 2,79,grand_sport_1lt_e07,variant_matrix_row,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DUK,,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:79:32bfffb1d8,staging_variant_matrix_rows.csv,Exterior 2,79,grand_sport_3lt_e07,variant_matrix_row,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DUK,,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:79:6d4044596a,staging_variant_matrix_rows.csv,Exterior 2,79,grand_sport_2lt_e07,variant_matrix_row,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DUK,,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:79:712288528d,staging_variant_matrix_rows.csv,Exterior 2,79,grand_sport_1lt_e67,variant_matrix_row,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DUK,,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:79:efde0262d3,staging_variant_matrix_rows.csv,Exterior 2,79,grand_sport_3lt_e67,variant_matrix_row,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DUK,,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:79:f8bd95d5eb,staging_variant_matrix_rows.csv,Exterior 2,79,grand_sport_2lt_e67,variant_matrix_row,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DUK,,"Asymmetrical Edge Red/Carbon Flash Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:80:0128020690,staging_variant_matrix_rows.csv,Exterior 2,80,grand_sport_3lt_e67,variant_matrix_row,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DPB,,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:80:414b06151e,staging_variant_matrix_rows.csv,Exterior 2,80,grand_sport_2lt_e07,variant_matrix_row,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DPB,,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:80:49744638a5,staging_variant_matrix_rows.csv,Exterior 2,80,grand_sport_2lt_e67,variant_matrix_row,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DPB,,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:80:86efae699c,staging_variant_matrix_rows.csv,Exterior 2,80,grand_sport_1lt_e67,variant_matrix_row,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DPB,,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:80:b27a4c62d8,staging_variant_matrix_rows.csv,Exterior 2,80,grand_sport_3lt_e07,variant_matrix_row,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DPB,,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:80:dc0cbe83f3,staging_variant_matrix_rows.csv,Exterior 2,80,grand_sport_1lt_e07,variant_matrix_row,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DPB,,"Carbon Flash with Blue accent Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:81:0a7a06c594,staging_variant_matrix_rows.csv,Exterior 2,81,grand_sport_2lt_e07,variant_matrix_row,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DPC,,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:81:1b991bd50d,staging_variant_matrix_rows.csv,Exterior 2,81,grand_sport_3lt_e67,variant_matrix_row,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DPC,,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:81:88dc6da9cb,staging_variant_matrix_rows.csv,Exterior 2,81,grand_sport_1lt_e07,variant_matrix_row,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DPC,,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:81:8ceb4be081,staging_variant_matrix_rows.csv,Exterior 2,81,grand_sport_3lt_e07,variant_matrix_row,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DPC,,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:81:a6831587e8,staging_variant_matrix_rows.csv,Exterior 2,81,grand_sport_2lt_e67,variant_matrix_row,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DPC,,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:81:dbd57dcdc2,staging_variant_matrix_rows.csv,Exterior 2,81,grand_sport_1lt_e67,variant_matrix_row,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DPC,,"Carbon Flash with Yellow accent Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:82:2583eff8eb,staging_variant_matrix_rows.csv,Exterior 2,82,grand_sport_2lt_e07,variant_matrix_row,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DPG,,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:82:318e8d37db,staging_variant_matrix_rows.csv,Exterior 2,82,grand_sport_3lt_e67,variant_matrix_row,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DPG,,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:82:580c538144,staging_variant_matrix_rows.csv,Exterior 2,82,grand_sport_2lt_e67,variant_matrix_row,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DPG,,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:82:86a35d7dbe,staging_variant_matrix_rows.csv,Exterior 2,82,grand_sport_3lt_e07,variant_matrix_row,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DPG,,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:82:af8770de2c,staging_variant_matrix_rows.csv,Exterior 2,82,grand_sport_1lt_e07,variant_matrix_row,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DPG,,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:82:b5453b34d7,staging_variant_matrix_rows.csv,Exterior 2,82,grand_sport_1lt_e67,variant_matrix_row,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DPG,,"Carbon Flash with Orange accent Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:83:577702a8a1,staging_variant_matrix_rows.csv,Exterior 2,83,grand_sport_1lt_e67,variant_matrix_row,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DPL,,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:83:5de42e87f3,staging_variant_matrix_rows.csv,Exterior 2,83,grand_sport_3lt_e67,variant_matrix_row,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DPL,,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:83:671b04b520,staging_variant_matrix_rows.csv,Exterior 2,83,grand_sport_2lt_e67,variant_matrix_row,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DPL,,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:83:9dbc2a8346,staging_variant_matrix_rows.csv,Exterior 2,83,grand_sport_2lt_e07,variant_matrix_row,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DPL,,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:83:9dfeaa0d03,staging_variant_matrix_rows.csv,Exterior 2,83,grand_sport_1lt_e07,variant_matrix_row,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DPL,,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:83:f9893fc95e,staging_variant_matrix_rows.csv,Exterior 2,83,grand_sport_3lt_e07,variant_matrix_row,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DPL,,"Carbon Flash with Red accent Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:84:248a18f776,staging_variant_matrix_rows.csv,Exterior 2,84,grand_sport_1lt_e07,variant_matrix_row,Carbon Flash with Silver accent Full Length Dual Racing Stripes,A,DPT,,Carbon Flash with Silver accent Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:84:2a8ccbda1c,staging_variant_matrix_rows.csv,Exterior 2,84,grand_sport_2lt_e67,variant_matrix_row,Carbon Flash with Silver accent Full Length Dual Racing Stripes,A,DPT,,Carbon Flash with Silver accent Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:84:32f40d21b8,staging_variant_matrix_rows.csv,Exterior 2,84,grand_sport_3lt_e07,variant_matrix_row,Carbon Flash with Silver accent Full Length Dual Racing Stripes,A,DPT,,Carbon Flash with Silver accent Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:84:79b926839c,staging_variant_matrix_rows.csv,Exterior 2,84,grand_sport_2lt_e07,variant_matrix_row,Carbon Flash with Silver accent Full Length Dual Racing Stripes,A,DPT,,Carbon Flash with Silver accent Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:84:b3473f0758,staging_variant_matrix_rows.csv,Exterior 2,84,grand_sport_3lt_e67,variant_matrix_row,Carbon Flash with Silver accent Full Length Dual Racing Stripes,A,DPT,,Carbon Flash with Silver accent Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:84:e1f33568af,staging_variant_matrix_rows.csv,Exterior 2,84,grand_sport_1lt_e67,variant_matrix_row,Carbon Flash with Silver accent Full Length Dual Racing Stripes,A,DPT,,Carbon Flash with Silver accent Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:85:48c49c407b,staging_variant_matrix_rows.csv,Exterior 2,85,grand_sport_3lt_e07,variant_matrix_row,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DUW,,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:85:5350f8a58a,staging_variant_matrix_rows.csv,Exterior 2,85,grand_sport_2lt_e67,variant_matrix_row,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DUW,,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:85:69223baa97,staging_variant_matrix_rows.csv,Exterior 2,85,grand_sport_1lt_e07,variant_matrix_row,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DUW,,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:85:6f3a40447a,staging_variant_matrix_rows.csv,Exterior 2,85,grand_sport_1lt_e67,variant_matrix_row,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DUW,,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:85:701d88cff5,staging_variant_matrix_rows.csv,Exterior 2,85,grand_sport_2lt_e07,variant_matrix_row,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DUW,,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:85:9de6cba5da,staging_variant_matrix_rows.csv,Exterior 2,85,grand_sport_3lt_e67,variant_matrix_row,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic.",A1,DUW,,"Edge Blue Full Length Dual Racing Stripes
1. Not available with exterior color (GTR) Admiral Blue Metallic."
staging_variant_matrix_rows.csv:Exterior 2:86:1c6c248002,staging_variant_matrix_rows.csv,Exterior 2,86,grand_sport_3lt_e67,variant_matrix_row,Carbon Flash Metallic Full Length Dual Racing Stripes,A,DTH,,Carbon Flash Metallic Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:86:3ac9bb5b4c,staging_variant_matrix_rows.csv,Exterior 2,86,grand_sport_1lt_e67,variant_matrix_row,Carbon Flash Metallic Full Length Dual Racing Stripes,A,DTH,,Carbon Flash Metallic Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:86:6c4a1dfcf9,staging_variant_matrix_rows.csv,Exterior 2,86,grand_sport_1lt_e07,variant_matrix_row,Carbon Flash Metallic Full Length Dual Racing Stripes,A,DTH,,Carbon Flash Metallic Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:86:9043ab60c3,staging_variant_matrix_rows.csv,Exterior 2,86,grand_sport_3lt_e07,variant_matrix_row,Carbon Flash Metallic Full Length Dual Racing Stripes,A,DTH,,Carbon Flash Metallic Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:86:c86fed048f,staging_variant_matrix_rows.csv,Exterior 2,86,grand_sport_2lt_e07,variant_matrix_row,Carbon Flash Metallic Full Length Dual Racing Stripes,A,DTH,,Carbon Flash Metallic Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:86:d083d77543,staging_variant_matrix_rows.csv,Exterior 2,86,grand_sport_2lt_e67,variant_matrix_row,Carbon Flash Metallic Full Length Dual Racing Stripes,A,DTH,,Carbon Flash Metallic Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:87:82434b09b8,staging_variant_matrix_rows.csv,Exterior 2,87,grand_sport_2lt_e07,variant_matrix_row,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DSY,,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:87:b524638897,staging_variant_matrix_rows.csv,Exterior 2,87,grand_sport_3lt_e07,variant_matrix_row,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DSY,,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:87:b74490d6b7,staging_variant_matrix_rows.csv,Exterior 2,87,grand_sport_2lt_e67,variant_matrix_row,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DSY,,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:87:befb913eed,staging_variant_matrix_rows.csv,Exterior 2,87,grand_sport_1lt_e07,variant_matrix_row,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DSY,,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:87:c2260ad1eb,staging_variant_matrix_rows.csv,Exterior 2,87,grand_sport_1lt_e67,variant_matrix_row,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DSY,,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:87:d59ce5b3a7,staging_variant_matrix_rows.csv,Exterior 2,87,grand_sport_3lt_e67,variant_matrix_row,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat.",A1,DSY,,"Edge Orange Full Length Dual Racing Stripes
1. Not available with exterior color (G26) Sebring Orange Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:88:0f35c5632e,staging_variant_matrix_rows.csv,Exterior 2,88,grand_sport_2lt_e07,variant_matrix_row,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DSZ,,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:88:1292c303ce,staging_variant_matrix_rows.csv,Exterior 2,88,grand_sport_1lt_e07,variant_matrix_row,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DSZ,,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:88:25c4ab982c,staging_variant_matrix_rows.csv,Exterior 2,88,grand_sport_3lt_e67,variant_matrix_row,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DSZ,,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:88:368eecaa7c,staging_variant_matrix_rows.csv,Exterior 2,88,grand_sport_3lt_e07,variant_matrix_row,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DSZ,,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:88:3a6022ae5a,staging_variant_matrix_rows.csv,Exterior 2,88,grand_sport_2lt_e67,variant_matrix_row,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DSZ,,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:88:87fce51bcc,staging_variant_matrix_rows.csv,Exterior 2,88,grand_sport_1lt_e67,variant_matrix_row,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat.",A1,DSZ,,"Edge Red Full Length Dual Racing Stripes
1. Not available with exterior color (GKZ) Torch Red or (GPH) Red Mist Metallic Tintcoat."
staging_variant_matrix_rows.csv:Exterior 2:89:007e3cc591,staging_variant_matrix_rows.csv,Exterior 2,89,grand_sport_2lt_e07,variant_matrix_row,Sterling Silver Full Length Dual Racing Stripes,A,DUB,,Sterling Silver Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:89:22a799850a,staging_variant_matrix_rows.csv,Exterior 2,89,grand_sport_3lt_e67,variant_matrix_row,Sterling Silver Full Length Dual Racing Stripes,A,DUB,,Sterling Silver Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:89:2aa58fbfb5,staging_variant_matrix_rows.csv,Exterior 2,89,grand_sport_2lt_e67,variant_matrix_row,Sterling Silver Full Length Dual Racing Stripes,A,DUB,,Sterling Silver Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:89:4b7e4080d1,staging_variant_matrix_rows.csv,Exterior 2,89,grand_sport_1lt_e07,variant_matrix_row,Sterling Silver Full Length Dual Racing Stripes,A,DUB,,Sterling Silver Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:89:c8491cdf83,staging_variant_matrix_rows.csv,Exterior 2,89,grand_sport_3lt_e07,variant_matrix_row,Sterling Silver Full Length Dual Racing Stripes,A,DUB,,Sterling Silver Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:89:fd4b6d0933,staging_variant_matrix_rows.csv,Exterior 2,89,grand_sport_1lt_e67,variant_matrix_row,Sterling Silver Full Length Dual Racing Stripes,A,DUB,,Sterling Silver Full Length Dual Racing Stripes
staging_variant_matrix_rows.csv:Exterior 2:90:28375083d4,staging_variant_matrix_rows.csv,Exterior 2,90,grand_sport_2lt_e67,variant_matrix_row,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DT0,,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:90:30f47a2a9e,staging_variant_matrix_rows.csv,Exterior 2,90,grand_sport_1lt_e67,variant_matrix_row,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DT0,,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:90:35872a627c,staging_variant_matrix_rows.csv,Exterior 2,90,grand_sport_2lt_e07,variant_matrix_row,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DT0,,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:90:3dc2158ce6,staging_variant_matrix_rows.csv,Exterior 2,90,grand_sport_3lt_e67,variant_matrix_row,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DT0,,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:90:a6a4783e72,staging_variant_matrix_rows.csv,Exterior 2,90,grand_sport_3lt_e07,variant_matrix_row,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DT0,,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
staging_variant_matrix_rows.csv:Exterior 2:90:fea663a2f0,staging_variant_matrix_rows.csv,Exterior 2,90,grand_sport_1lt_e07,variant_matrix_row,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic.",A1,DT0,,"Competition Yellow Full Length Dual Racing Stripes
1. Not available with exterior color (GBK) Competition Yellow Tintcoat Metallic."
