source_sheet,source_row,source_cell_range,guide_family,model_key,model_key_confidence,scope_type,exterior_color_name_raw,exterior_color_name,exterior_color_rpo_raw,exterior_color_rpo,touch_up_paint_code,interior_rpo_raw,interior_rpo,interior_footnote_refs,interior_footnote_scope,raw_status,status_symbol,footnote_refs,canonical_status,confidence,source_detail_raw
Color and Trim 1,21,H21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Adrenaline Red Dipped3
en-us",Adrenaline Red Dipped,3,interior_color_header,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,I21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Natural2
en-us",Natural,2,interior_color_header,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,J21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Natural Dipped4
en-us",Natural Dipped,4,interior_color_header,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,K21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Santorini Blue
en-us",Santorini Blue,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,L21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Habanero
en-us",Habanero,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,M21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Very Dark Atmosphere
en-us",Very Dark Atmosphere,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,N21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Ultimate Suede Jet Black
en-us",Ultimate Suede Jet Black,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,O21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Asymmetrical Adrenaline Red / Jet Black
en-us",Asymmetrical Adrenaline Red / Jet Black,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,P21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Asymmetrical Santorini Blue / Jet Black
en-us",Asymmetrical Santorini Blue / Jet Black,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,21,Q21,corvette,,needs_review,model_global,NEW!  Pitch Gray Metallic,NEW!  Pitch Gray Metallic,GEC,GEC,WA-243F,"Santorini Blue Dipped with Torch Red accents
en-us",Santorini Blue Dipped with Torch Red accents,,,A,A,,available,high,"[""NEW!  Pitch Gray Metallic"","""",""GEC"",""WA-243F"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,E22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Jet Black
en-us",Jet Black,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,F22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Sky Cool Gray1
en-us",Sky Cool Gray,1,interior_color_header,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,G22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Adrenaline Red2
en-us",Adrenaline Red,2,interior_color_header,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,H22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Adrenaline Red Dipped3
en-us",Adrenaline Red Dipped,3,interior_color_header,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,I22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Natural2
en-us",Natural,2,interior_color_header,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,J22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Natural Dipped4
en-us",Natural Dipped,4,interior_color_header,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,K22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Santorini Blue
en-us",Santorini Blue,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,L22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Habanero
en-us",Habanero,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,M22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Very Dark Atmosphere
en-us",Very Dark Atmosphere,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,N22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Ultimate Suede Jet Black
en-us",Ultimate Suede Jet Black,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,O22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Asymmetrical Adrenaline Red / Jet Black
en-us",Asymmetrical Adrenaline Red / Jet Black,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,P22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Asymmetrical Santorini Blue / Jet Black
en-us",Asymmetrical Santorini Blue / Jet Black,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,22,Q22,corvette,,needs_review,model_global,Blade Silver Metallic,Blade Silver Metallic,GKA,GKA,WA-240K,"Santorini Blue Dipped with Torch Red accents
en-us",Santorini Blue Dipped with Torch Red accents,,,A,A,,available,high,"[""Blade Silver Metallic"","""",""GKA"",""WA-240K"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,23,E23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Jet Black
en-us",Jet Black,,,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,F23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Sky Cool Gray1
en-us",Sky Cool Gray,1,interior_color_header,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,G23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Adrenaline Red2
en-us",Adrenaline Red,2,interior_color_header,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,H23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Adrenaline Red Dipped3
en-us",Adrenaline Red Dipped,3,interior_color_header,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,I23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Natural2
en-us",Natural,2,interior_color_header,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,J23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Natural Dipped4
en-us",Natural Dipped,4,interior_color_header,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,K23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Santorini Blue
en-us",Santorini Blue,,,--,--,,not_available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,L23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Habanero
en-us",Habanero,,,--,--,,not_available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,M23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Very Dark Atmosphere
en-us",Very Dark Atmosphere,,,--,--,,not_available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,N23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Ultimate Suede Jet Black
en-us",Ultimate Suede Jet Black,,,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,O23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Asymmetrical Adrenaline Red / Jet Black
en-us",Asymmetrical Adrenaline Red / Jet Black,,,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,P23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Asymmetrical Santorini Blue / Jet Black
en-us",Asymmetrical Santorini Blue / Jet Black,,,--,--,,not_available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,23,Q23,corvette,,needs_review,model_global,Torch Red,Torch Red,GKZ,GKZ,WA-9075,"Santorini Blue Dipped with Torch Red accents
en-us",Santorini Blue Dipped with Torch Red accents,,,A,A,,available,high,"[""Torch Red"","""",""GKZ"",""WA-9075"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""--"",""--"",""A"",""A"",""--"",""A""]"
Color and Trim 1,24,E24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Jet Black
en-us",Jet Black,,,A,A,,available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,F24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Sky Cool Gray1
en-us",Sky Cool Gray,1,interior_color_header,A,A,,available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,G24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Adrenaline Red2
en-us",Adrenaline Red,2,interior_color_header,--,--,,not_available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,H24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Adrenaline Red Dipped3
en-us",Adrenaline Red Dipped,3,interior_color_header,--,--,,not_available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,I24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Natural2
en-us",Natural,2,interior_color_header,A,A,,available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,J24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Natural Dipped4
en-us",Natural Dipped,4,interior_color_header,A,A,,available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,K24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Santorini Blue
en-us",Santorini Blue,,,--,--,,not_available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,L24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Habanero
en-us",Habanero,,,--,--,,not_available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,M24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Very Dark Atmosphere
en-us",Very Dark Atmosphere,,,A,A,,available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,N24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Ultimate Suede Jet Black
en-us",Ultimate Suede Jet Black,,,A,A,,available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,O24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Asymmetrical Adrenaline Red / Jet Black
en-us",Asymmetrical Adrenaline Red / Jet Black,,,--,--,,not_available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,P24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Asymmetrical Santorini Blue / Jet Black
en-us",Asymmetrical Santorini Blue / Jet Black,,,--,--,,not_available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,24,Q24,corvette,,needs_review,model_global,Red Mist Metallic Tintcoat9,Red Mist Metallic Tintcoat,GPH,GPH,WA-245F,"Santorini Blue Dipped with Torch Red accents
en-us",Santorini Blue Dipped with Torch Red accents,,,--,--,,not_available,high,"[""Red Mist Metallic Tintcoat9"","""",""GPH"",""WA-245F"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""A"",""A"",""--"",""--"",""--""]"
Color and Trim 1,25,E25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Jet Black
en-us",Jet Black,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,F25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Sky Cool Gray1
en-us",Sky Cool Gray,1,interior_color_header,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,G25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Adrenaline Red2
en-us",Adrenaline Red,2,interior_color_header,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,H25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Adrenaline Red Dipped3
en-us",Adrenaline Red Dipped,3,interior_color_header,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,I25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Natural2
en-us",Natural,2,interior_color_header,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,J25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Natural Dipped4
en-us",Natural Dipped,4,interior_color_header,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,K25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Santorini Blue
en-us",Santorini Blue,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,L25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Habanero
en-us",Habanero,,,--,--,,not_available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,M25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Very Dark Atmosphere
en-us",Very Dark Atmosphere,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,N25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Ultimate Suede Jet Black
en-us",Ultimate Suede Jet Black,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,O25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Asymmetrical Adrenaline Red / Jet Black
en-us",Asymmetrical Adrenaline Red / Jet Black,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,P25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Asymmetrical Santorini Blue / Jet Black
en-us",Asymmetrical Santorini Blue / Jet Black,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 1,25,Q25,corvette,,needs_review,model_global,NEW!  Admiral Blue Metallic10,NEW!  Admiral Blue Metallic,GTR,GTR,WA-705U,"Santorini Blue Dipped with Torch Red accents
en-us",Santorini Blue Dipped with Torch Red accents,,,A,A,,available,high,"[""NEW!  Admiral Blue Metallic10"","""",""GTR"",""WA-705U"",""A"",""A"",""A"",""A"",""A"",""A"",""A"",""--"",""A"",""A"",""A"",""A"",""A""]"
Color and Trim 2,11,E11,corvette,,needs_review,model_global,Sebring Orange Tintcoat4,Sebring Orange Tintcoat,G26,G26,WA-418C,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""Sebring Orange Tintcoat4"","""",""G26"",""WA-418C"",""A"",""A"",""--"",""A""]"
Color and Trim 2,11,F11,corvette,,needs_review,model_global,Sebring Orange Tintcoat4,Sebring Orange Tintcoat,G26,G26,WA-418C,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""Sebring Orange Tintcoat4"","""",""G26"",""WA-418C"",""A"",""A"",""--"",""A""]"
Color and Trim 2,11,G11,corvette,,needs_review,model_global,Sebring Orange Tintcoat4,Sebring Orange Tintcoat,G26,G26,WA-418C,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,--,--,,not_available,high,"[""Sebring Orange Tintcoat4"","""",""G26"",""WA-418C"",""A"",""A"",""--"",""A""]"
Color and Trim 2,11,H11,corvette,,needs_review,model_global,Sebring Orange Tintcoat4,Sebring Orange Tintcoat,G26,G26,WA-418C,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""Sebring Orange Tintcoat4"","""",""G26"",""WA-418C"",""A"",""A"",""--"",""A""]"
Color and Trim 2,12,E12,corvette,,needs_review,model_global,Roswell Green Metallic5,Roswell Green Metallic,G4Z,G4Z,WA-247L,"Sky Cool Gray interior / Jet Black seats
en-us",Sky Cool Gray interior / Jet Black seats,,,A,A,,available,high,"[""Roswell Green Metallic5"","""",""G4Z"",""WA-247L"",""A"",""A"",""--"",""A""]"
Color and Trim 2,12,F12,corvette,,needs_review,model_global,Roswell Green Metallic5,Roswell Green Metallic,G4Z,G4Z,WA-247L,"Jet Black interior / Sky Cool Gray seats
en-us",Jet Black interior / Sky Cool Gray seats,,,A,A,,available,high,"[""Roswell Green Metallic5"","""",""G4Z"",""WA-247L"",""A"",""A"",""--"",""A""]"
Color and Trim 2,12,G12,corvette,,needs_review,model_global,Roswell Green Metallic5,Roswell Green Metallic,G4Z,G4Z,WA-247L,"Adrenaline Red interior / Jet Black seats
en-us",Adrenaline Red interior / Jet Black seats,,,--,--,,not_available,high,"[""Roswell Green Metallic5"","""",""G4Z"",""WA-247L"",""A"",""A"",""--"",""A""]"
Color and Trim 2,12,H12,corvette,,needs_review,model_global,Roswell Green Metallic5,Roswell Green Metallic,G4Z,G4Z,WA-247L,"Jet Black interior / Adrenaline Red seats
en-us",Jet Black interior / Adrenaline Red seats,,,A,A,,available,high,"[""Roswell Green Metallic5"","""",""G4Z"",""WA-247L"",""A"",""A"",""--"",""A""]"
